N,Seed,Alpha,Converged,Rounds,q_hat,FinalResidual,ExpectedPayoff,WorstCaseQ5,SCShare,RuntimeSec
50,47,0.2,1,17,0.703211350747532,7.41511780132376e-05,0.758160776854985,0.647883084305465,0.256788073176614,0.0029496
50,47,0.3,1,17,0.70281662644937,8.49665977000202e-05,0.759678754449985,0.648380243276822,0.26331468080757,0.0026859
50,47,0.4,1,17,0.702208682831453,9.50044132437267e-05,0.761179001423303,0.6489121278418,0.269848000888423,0.0027121
50,47,0.5,1,18,0.701468398978426,7.31738728799169e-05,0.762667197082079,0.649750915548036,0.276403353596848,0.0025376
50,47,0.6,1,18,0.702624437749014,8.3054820829459e-05,0.764131285877768,0.651151828575397,0.28294205864828,0.0027181
50,47,0.7,1,18,0.701102189793476,9.28803981908866e-05,0.765576163007374,0.651488094766466,0.289475852601938,0.0025563
50,47,0.8,1,19,0.699650671532555,7.13719483700914e-05,0.767007437670366,0.651042313541106,0.29602195972064,0.0027032
50,47,0.9,1,19,0.698246811302673,7.71350822494632e-05,0.76841333611316,0.650008451227305,0.302537891833662,0.0028903
50,47,1,1,19,0.696884498486337,8.24438700162411e-05,0.76979909026494,0.648626463161384,0.309039062589544,0.0027574
50,48,0,1,16,0.700102523303364,8.83561221582396e-05,0.754702442383691,0.647285493044675,0.243775764258351,0.0023793
50,48,0.1,1,16,0.702352330225945,8.99831557819308e-05,0.756282039781332,0.647956771755605,0.250269208863216,0.0024446
50,48,0.2,1,17,0.703258968611633,7.49181856271042e-05,0.757849700643148,0.648429230184161,0.256787659966202,0.0024885
50,48,0.3,1,17,0.702848502314339,8.57120588503291e-05,0.759396684764124,0.648925875879709,0.263314308096235,0.0025693
50,48,0.4,1,17,0.702230441228426,9.57291832343332e-05,0.760925533778565,0.649442462725548,0.269847668382781,0.0024024
50,48,0.5,1,18,0.701483272542191,7.36699183341571e-05,0.762442106457158,0.650089879451788,0.276403144418272,0.0027588
50,48,0.6,1,18,0.702628522865129,8.35195403023903e-05,0.763933975640631,0.651464327172466,0.282941878738912,0.0027167
50,48,0.7,1,18,0.701121214148112,9.33199294528286e-05,0.765406203546651,0.651592483002574,0.289475701555396,0.0037971
50,48,0.8,1,19,0.699662118810379,7.16635792676612e-05,0.766864552331724,0.651019607021622,0.296021874224124,0.0027179
50,48,0.9,1,19,0.698252041367219,7.74090525767213e-05,0.768296934009726,0.649865770187119,0.302537826923585,0.0027968
50,48,1,1,19,0.69688449510934,8.27007940945035e-05,0.769708728012692,0.648387970749734,0.309039017876053,0.0027476
50,49,0,1,16,0.700095429903815,9.56852036255451e-05,0.752691163930696,0.645904731245866,0.243779941488684,0.0023939
50,49,0.1,1,16,0.700180059403143,9.325460129056e-05,0.754294309849552,0.646521057417795,0.250273253200432,0.0026341
50,49,0.2,1,17,0.702978992637177,7.72456424594781e-05,0.755885121415238,0.647015888735405,0.25679042011841,0.006533
50,49,0.3,1,17,0.702650584502616,8.80990795474323e-05,0.757455552937037,0.647541826705862,0.263316970024111,0.0034341
50,49,0.4,1,17,0.702100092044884,9.81734140613477e-05,0.759007751067106,0.648242939814215,0.269850233212201,0.0028312
50,49,0.5,1,18,0.70140930597993,7.54150603352044e-05,0.760547384030395,0.649783629777675,0.276404875027373,0.0027457
50,49,0.6,1,18,0.7006236444159,8.13947324469766e-05,0.762062372977727,0.651515149425732,0.282943539336779,0.0032177
50,49,0.7,1,18,0.701124856699162,9.10476917437286e-05,0.763557570892187,0.651522310088053,0.289477293418954,0.0026342
50,49,0.8,1,19,0.699661460872482,7.01156489517352e-05,0.765038644310513,0.650786250695863,0.296022935142777,0.0027712
50,49,0.9,1,19,0.698248766791739,7.59045257473223e-05,0.766493666050098,0.649572512399046,0.302538839318079,0.0026531
50,49,1,1,19,0.696879590241165,8.12380810727154e-05,0.767927909897351,0.648028569457295,0.309039982887838,0.0026972
