N,Seed,Alpha,Converged,Rounds,q_hat,FinalResidual,ExpectedPayoff,WorstCaseQ5,SCShare,RuntimeSec
20,42,0,1,16,0.700101398368719,9.36629750054319e-05,0.765532625029525,0.665665526480058,0.243777361825487,0.0046213
20,42,0.5,1,18,0.701448814397126,7.39372550461748e-05,0.771816709028255,0.658569279843672,0.276403791899814,0.0062248
20,42,1,1,19,0.696877536638858,8.17417418993716e-05,0.777639950497068,0.651062735649678,0.309039365411638,0.0018614
