GammaCE,Baseline,ProposedMinusBaselineCE,CI95Low,CI95High,ProposedWinsThisBaseline,ProposedWinsAllComparable
0.55,Isobe-APP,-0.160996310404231,-0.160996310404231,-0.160996310404231,0,0
0.55,RQE,-0.00484486828293562,-0.00484486828293562,-0.00484486828293562,0,0
0.55,MF-RQE,0.0160906287927118,0.0160906287927118,0.0160906287927118,1,0
0.55,CVaR-game,0.420220964094452,0.420220964094452,0.420220964094452,1,0
0.55,DRNE-VI,0.0337496201044011,0.0337496201044011,0.0337496201044011,1,0
