GammaCE,Baseline,ProposedMinusBaselineCE,CI95Low,CI95High,PairedTPValue,HolmAdjustedP,EffectSizeDz,ProposedWinsThisBaseline,ProposedWinsAllComparable
0.55,Isobe-APP,0.130471903618133,0.129244449857986,0.13169935737828,6.38362203658731e-34,3.19181101829365e-33,49.7474793013828,1,1
0.55,RQE,0.0261467436440945,0.0252776811913005,0.0270158060968884,1.59423404245609e-23,6.37693616982435e-23,14.0807518114076,1,1
0.55,MF-RQE,0.0219830527375654,0.0212269364683894,0.0227391690067413,3.04579944784225e-23,9.13739834352674e-23,13.6068826947503,1,1
0.55,CVaR-game,0.00045872294073212,0.000362162205148046,0.000555283676316195,5.76878429027501e-09,5.76878429027501e-09,2.22335655915768,1,1
0.55,DRNE-VI,0.0151841245067825,0.014648426570218,0.015719822443347,4.92288106365233e-23,9.84576212730466e-23,13.2656643473792,1,1
