Method,Class,CE_g030,CE_g030_CI95,CE_g040,CE_g040_CI95,CE_g055,CE_g055_CI95,CE_g070,CE_g070_CI95,CE_g085,CE_g085_CI95
Proposed IT2-W-FBRI,Proposed,0.718971613414906,0.000995169230339956,0.720155964990769,0.000927973847227081,0.721932492354564,0.000829779282286549,0.723709019718358,0.0007358105010642,0.725485547082153,0.00064790876644058
Isobe-APP,Convergence SOTA,0.707991524868347,0.000895223556606445,0.66137915041558,0.000846710485333972,0.59146058873643,0.000781269191229656,0.52154202705728,0.000726712985142298,0.451623465378129,0.000685645161000819
RQE,Robust SOTA,0.735541965259219,0.000259154028599132,0.719639478639719,0.000234288016857493,0.695785748710469,0.000200179524861694,0.671932018781219,0.000171918162376044,0.648078288851969,0.000152783873447821
MF-RQE,Robust SOTA,0.728088630460068,0.000283696265134927,0.71683295412284,0.000256001337531574,0.699949439616998,0.00021796185216236,0.683065925111156,0.000186406193713244,0.666182410605314,0.000165095078629804
CVaR-game,Robust SOTA,0.718410202937383,0.000987257800853326,0.719635629527962,0.000913139728184983,0.721473769413831,0.00080454250075267,0.7233119092997,0.00070031944034053,0.72515004918557,0.00060274390266041
DRNE-VI,Robust SOTA,0.741091029735943,0.000410572426087309,0.727353964980678,0.000411901441446845,0.706748367847781,0.000417857237427861,0.686142770714884,0.000428379793683757,0.665537173581986,0.00044314391315134
