Method,Class,RiskName,RiskValue,FocusS,Seed,ExpectedPayoff,WorstCaseQ5,SCShare,Converged,Rounds,RuntimeSec
Proposed IT2-W-FBRI,Proposed,alpha,0.6,20,46,0.815326493439133,0.807193460894608,2.71138874201491e-05,1,44,0.0075615
Proposed IT2-W-FBRI,Proposed,alpha,0.6,40,46,0.815620616306217,0.807427543273507,2.66658708616763e-05,1,44,0.0079394
Proposed IT2-W-FBRI,Proposed,alpha,0.7,0,46,0.851464157809054,0.412750240974886,0.943559731802515,1,42,0.0056886
Proposed IT2-W-FBRI,Proposed,alpha,0.7,5,46,0.782617538845828,0.778230140657618,0.00132275635527732,1,42,0.0071174
Proposed IT2-W-FBRI,Proposed,alpha,0.7,10,46,0.806994920799691,0.800464089079878,5.76652852866899e-05,1,42,0.010502
Proposed IT2-W-FBRI,Proposed,alpha,0.7,15,46,0.814963762352579,0.806904477878122,3.11273712783657e-05,1,43,0.0073472
Proposed IT2-W-FBRI,Proposed,alpha,0.7,20,46,0.815559638111517,0.807379235783068,3.04027151451623e-05,1,44,0.0072712
Proposed IT2-W-FBRI,Proposed,alpha,0.7,40,46,0.815621405430791,0.807428351806646,3.00008595167017e-05,1,44,0.0072512
Proposed IT2-W-FBRI,Proposed,alpha,0.8,0,46,0.852122963608959,0.397133891415488,0.973683089691776,1,42,0.0056832
Proposed IT2-W-FBRI,Proposed,alpha,0.8,5,46,0.830934051320894,0.691947921991073,0.334583757963904,1,42,0.0099772
Proposed IT2-W-FBRI,Proposed,alpha,0.8,10,46,0.816350533578337,0.808310382637001,0.0220698744973499,1,42,0.0073295
Proposed IT2-W-FBRI,Proposed,alpha,0.8,15,46,0.815637170123616,0.807467912672832,0.00149244409138431,1,43,0.0076025
Proposed IT2-W-FBRI,Proposed,alpha,0.8,20,46,0.815622749890201,0.807441836892226,0.000272730705046451,1,43,0.0074652
Proposed IT2-W-FBRI,Proposed,alpha,0.8,40,46,0.815623018169625,0.807430668979299,5.00198866739592e-05,1,43,0.0075814
Proposed IT2-W-FBRI,Proposed,alpha,0.85,0,46,0.852311512308628,0.392484251285932,0.982582533676644,1,43,0.0060153
Proposed IT2-W-FBRI,Proposed,alpha,0.85,5,46,0.841936496283077,0.57551898368622,0.604053136787168,1,42,0.0071639
Proposed IT2-W-FBRI,Proposed,alpha,0.85,10,46,0.826650381645558,0.738448802069829,0.22114061690078,1,42,0.00852
Proposed IT2-W-FBRI,Proposed,alpha,0.85,15,46,0.818846884501734,0.799482227844192,0.0613635849458748,1,42,0.0069241
Proposed IT2-W-FBRI,Proposed,alpha,0.85,20,46,0.816652713329606,0.808739279527519,0.0193908044206661,1,42,0.006794
Proposed IT2-W-FBRI,Proposed,alpha,0.85,40,46,0.8157740013095,0.807657938292624,0.00284578669393014,1,43,0.0068103
Proposed IT2-W-FBRI,Proposed,alpha,0.9,0,46,0.852438019487367,0.389317800325853,0.988625360317178,1,43,0.0071901
Proposed IT2-W-FBRI,Proposed,alpha,0.9,5,46,0.848916832579498,0.46533456416656,0.83758849478908,1,42,0.0069189
Proposed IT2-W-FBRI,Proposed,alpha,0.9,10,46,0.842156040500958,0.573386806072442,0.608811487998458,1,42,0.006698
Proposed IT2-W-FBRI,Proposed,alpha,0.9,15,46,0.836109512414218,0.647934388197566,0.441426922316918,1,42,0.0069456
Proposed IT2-W-FBRI,Proposed,alpha,0.9,20,46,0.831805864844744,0.692649112027837,0.335716956836809,1,42,0.0066788
Proposed IT2-W-FBRI,Proposed,alpha,0.9,40,46,0.825474965285611,0.748982044641164,0.194693404251947,1,42,0.0070496
Proposed IT2-W-FBRI,Proposed,alpha,1,0,46,0.852575240536085,0.385841065618977,0.99524407594857,1,43,0.005793
Proposed IT2-W-FBRI,Proposed,alpha,1,5,46,0.852575240536085,0.385841065618977,0.99524407594857,1,43,0.006903
Proposed IT2-W-FBRI,Proposed,alpha,1,10,46,0.852575240536085,0.385841065618977,0.99524407594857,1,43,0.0071428
Proposed IT2-W-FBRI,Proposed,alpha,1,15,46,0.852575240536085,0.385841065618977,0.99524407594857,1,43,0.0071957
Proposed IT2-W-FBRI,Proposed,alpha,1,20,46,0.852575240536085,0.385841065618977,0.99524407594857,1,43,0.0071273
Proposed IT2-W-FBRI,Proposed,alpha,1,40,46,0.852575240536085,0.385841065618977,0.99524407594857,1,43,0.0071261
Isobe-APP,Convergence SOTA,none,NaN,NaN,46,0.852679419346642,0.383374959831664,0.99995266671164,1,42,0.0055328
RQE,Robust SOTA,rqe_tau,0.5,NaN,46,0.798788776789451,0.626874601448868,0.387079009704162,1,23,0.2319013
RQE,Robust SOTA,rqe_tau,1,NaN,46,0.798817255083634,0.626801649774969,0.387301729845702,1,23,0.2344968
RQE,Robust SOTA,rqe_tau,2,NaN,46,0.79887470370429,0.626654122065748,0.387751753161038,1,23,0.2206305
RQE,Robust SOTA,rqe_tau,5,NaN,46,0.799050566208799,0.626199467261772,0.389135510165119,1,23,0.2337066
RQE,Robust SOTA,rqe_tau,10,NaN,46,0.799352192922079,0.625408800572627,0.39153077557716,1,23,0.2822917
RQE,Robust SOTA,rqe_tau,20,NaN,46,0.799960846348124,0.623772168223043,0.396447004690457,1,24,0.2483859
RQE,Robust SOTA,rqe_tau,50,NaN,46,0.801326636168189,0.619818051413814,0.408046575209918,1,24,0.2700089
MF-RQE,Robust SOTA,mfrqe_tau,0.5,NaN,46,0.78631801149937,0.650917027446305,0.305679700496965,1,22,0.2116665
MF-RQE,Robust SOTA,mfrqe_tau,1,NaN,46,0.785500769671734,0.65189463203693,0.30159767495099,1,22,0.2252337
MF-RQE,Robust SOTA,mfrqe_tau,2,NaN,46,0.78389595746101,0.653770068172818,0.293680068763852,1,22,0.2416587
MF-RQE,Robust SOTA,mfrqe_tau,5,NaN,46,0.779723800184617,0.658511190196375,0.273686363205582,1,21,0.1953673
MF-RQE,Robust SOTA,mfrqe_tau,10,NaN,46,0.775700036225625,0.662777146716987,0.255170663561366,1,20,0.193616
MF-RQE,Robust SOTA,mfrqe_tau,20,NaN,46,0.773532903067195,0.664938542907407,0.245498098235752,1,19,0.1980808
MF-RQE,Robust SOTA,mfrqe_tau,50,NaN,46,0.773167804159852,0.66529123445689,0.243887842033785,1,19,0.1755325
CVaR-game,Robust SOTA,cvar_alpha,0.05,NaN,46,0.740096067770927,0.729989719257955,1.14996634136185e-05,1,28,0.0940756
CVaR-game,Robust SOTA,cvar_alpha,0.1,NaN,46,0.740096067770927,0.729989719257955,1.14996634136185e-05,1,28,0.0893563
CVaR-game,Robust SOTA,cvar_alpha,0.2,NaN,46,0.740096067770927,0.729989719257955,1.14996634136185e-05,1,28,0.0901937
CVaR-game,Robust SOTA,cvar_alpha,0.3,NaN,46,0.740096067770927,0.729989719257955,1.14996634136185e-05,1,28,0.0986992
CVaR-game,Robust SOTA,cvar_alpha,0.5,NaN,46,0.852677384122771,0.383364271377075,0.999965501009759,1,28,0.0979401
CVaR-game,Robust SOTA,cvar_alpha,0.7,NaN,46,0.852677384122771,0.383364271377075,0.999965501009759,1,28,0.095398
CVaR-game,Robust SOTA,cvar_alpha,0.9,NaN,46,0.852677384122771,0.383364271377075,0.999965501009759,1,28,0.0995711
DRNE-VI,Robust SOTA,drne_alpha,0.1,NaN,46,0.840801483703441,0.533325370792627,0.68314808412777,0,300,0.0068929
DRNE-VI,Robust SOTA,drne_alpha,0.3,NaN,46,0.837259967255722,0.563449786442737,0.614740028810854,0,300,0.0096847
DRNE-VI,Robust SOTA,drne_alpha,0.5,NaN,46,0.830567235988302,0.598516006858499,0.527848662315903,0,300,0.0062815
DRNE-VI,Robust SOTA,drne_alpha,0.7,NaN,46,0.81173899733811,0.649216950899504,0.372300867869437,0,300,0.0074777
DRNE-VI,Robust SOTA,drne_alpha,0.9,NaN,46,0.791388996850153,0.697450851214023,0.218513674676503,0,300,0.0068835
DRNE-VI,Robust SOTA,drne_alpha,0.95,NaN,46,0.790472261271011,0.699535144432566,0.211739533641091,0,300,0.0046696
Proposed IT2-W-FBRI,Proposed,alpha,0,0,47,0.740803398242776,0.730528118376557,8.94771144016275e-05,1,41,0.0058647
Proposed IT2-W-FBRI,Proposed,alpha,0,5,47,0.740553938359513,0.730176843600938,1.67056740035669e-05,1,46,0.0141262
Proposed IT2-W-FBRI,Proposed,alpha,0,10,47,0.740554476638808,0.730177236265037,1.39726172615137e-05,1,46,0.0081825
Proposed IT2-W-FBRI,Proposed,alpha,0,15,47,0.742187017010685,0.732468522556081,2.66573104678211e-05,1,44,0.0073846
Proposed IT2-W-FBRI,Proposed,alpha,0,20,47,0.780699946771521,0.776075381732659,2.57580761424842e-05,1,44,0.0098244
Proposed IT2-W-FBRI,Proposed,alpha,0,40,47,0.815913437963628,0.807204494509192,1.21092543424161e-05,1,46,0.0079404
Proposed IT2-W-FBRI,Proposed,alpha,0.1,0,47,0.742270731319712,0.732596426445658,0.00151740967793375,1,41,0.0057488
Proposed IT2-W-FBRI,Proposed,alpha,0.1,5,47,0.740554511645663,0.730177472711669,1.86251059766567e-05,1,46,0.0079547
Proposed IT2-W-FBRI,Proposed,alpha,0.1,10,47,0.740555224549951,0.730178236754534,1.58602858333634e-05,1,46,0.0112533
Proposed IT2-W-FBRI,Proposed,alpha,0.1,15,47,0.746296341579325,0.737764442326355,3.04376605363086e-05,1,44,0.0074363
Proposed IT2-W-FBRI,Proposed,alpha,0.1,20,47,0.788905741717256,0.784237716129085,2.94989352242495e-05,1,44,0.0110445
Proposed IT2-W-FBRI,Proposed,alpha,0.1,40,47,0.815915607395442,0.807206356638414,1.39203778998791e-05,1,46,0.0077875
Proposed IT2-W-FBRI,Proposed,alpha,0.2,0,47,0.759095410192681,0.735085357035743,0.0601391391941734,1,52,0.0069225
Proposed IT2-W-FBRI,Proposed,alpha,0.2,5,47,0.740555025674053,0.730178076138959,2.06917531013494e-05,1,45,0.0075434
Proposed IT2-W-FBRI,Proposed,alpha,0.2,10,47,0.740561527762635,0.730187060635478,1.79469002202954e-05,1,45,0.0089899
Proposed IT2-W-FBRI,Proposed,alpha,0.2,15,47,0.754803388252435,0.747899477548683,3.46500255791059e-05,1,44,0.0090513
Proposed IT2-W-FBRI,Proposed,alpha,0.2,20,47,0.797295101808646,0.791822543205887,3.36881032869393e-05,1,44,0.0071511
Proposed IT2-W-FBRI,Proposed,alpha,0.2,40,47,0.81591734108801,0.807207886141287,1.5960266317408e-05,1,46,0.0079914
Proposed IT2-W-FBRI,Proposed,alpha,0.3,0,47,0.830766858429407,0.578872279936085,0.576249883398959,1,48,0.007657
Proposed IT2-W-FBRI,Proposed,alpha,0.3,5,47,0.740555548680749,0.730178716056504,2.28978978533665e-05,1,44,0.0072003
Proposed IT2-W-FBRI,Proposed,alpha,0.3,10,47,0.740653621783319,0.730316687746624,2.02286588294014e-05,1,45,0.0074397
Proposed IT2-W-FBRI,Proposed,alpha,0.3,15,47,0.767289962417443,0.762516631157148,3.93219412247766e-05,1,43,0.0068732
Proposed IT2-W-FBRI,Proposed,alpha,0.3,20,47,0.80522259209234,0.798597202646187,3.83583285726729e-05,1,43,0.0086777
Proposed IT2-W-FBRI,Proposed,alpha,0.3,40,47,0.815918748239822,0.807209171448686,1.82442712606636e-05,1,46,0.0074318
Proposed IT2-W-FBRI,Proposed,alpha,0.4,0,47,0.838006853384664,0.517979609600259,0.719867341108661,1,42,0.0063404
Proposed IT2-W-FBRI,Proposed,alpha,0.4,5,47,0.74055738101829,0.730181210397677,2.52324534628131e-05,1,44,0.0073206
Proposed IT2-W-FBRI,Proposed,alpha,0.4,10,47,0.741962682628214,0.732153747664713,3.24459431766364e-05,1,44,0.0072873
Proposed IT2-W-FBRI,Proposed,alpha,0.4,15,47,0.782471958697989,0.777805210026002,4.44511354461975e-05,1,43,0.0068929
Proposed IT2-W-FBRI,Proposed,alpha,0.4,20,47,0.811402139211046,0.803581150811809,4.35124921980011e-05,1,43,0.0096639
Proposed IT2-W-FBRI,Proposed,alpha,0.4,40,47,0.81591991269949,0.807210280679515,2.07876956553475e-05,1,45,0.0073696
Proposed IT2-W-FBRI,Proposed,alpha,0.5,0,47,0.840332435216247,0.471846010995083,0.817368393199712,1,42,0.0077346
Proposed IT2-W-FBRI,Proposed,alpha,0.5,5,47,0.740625147945671,0.730276564261548,2.76950318876478e-05,1,43,0.0068225
Proposed IT2-W-FBRI,Proposed,alpha,0.5,10,47,0.752353889275428,0.744920951281866,5.18329076655506e-05,1,42,0.0067388
Proposed IT2-W-FBRI,Proposed,alpha,0.5,15,47,0.798449407509539,0.792800832080588,5.0057563589199e-05,1,42,0.0069892
Proposed IT2-W-FBRI,Proposed,alpha,0.5,20,47,0.814614948861282,0.806172614914162,3.44188374241929e-05,1,44,0.0069301
Proposed IT2-W-FBRI,Proposed,alpha,0.5,40,47,0.815920898387853,0.807211265131891,2.35920252915969e-05,1,45,0.0072473
Proposed IT2-W-FBRI,Proposed,alpha,0.6,0,47,0.841524922248683,0.434580099070101,0.891987787236591,1,42,0.005335
Proposed IT2-W-FBRI,Proposed,alpha,0.6,5,47,0.743715569029678,0.734591368190704,4.32568151128716e-05,1,42,0.006882
Proposed IT2-W-FBRI,Proposed,alpha,0.6,10,47,0.779006019625934,0.774459277283166,4.03914386603815e-05,1,43,0.0096287
Proposed IT2-W-FBRI,Proposed,alpha,0.6,15,47,0.810875536635675,0.803156788529838,5.61225378809894e-05,1,42,0.008248
Proposed IT2-W-FBRI,Proposed,alpha,0.6,20,47,0.815624582977787,0.80697438934632,2.71138573957963e-05,1,44,0.0073701
Proposed IT2-W-FBRI,Proposed,alpha,0.6,40,47,0.815921754039041,0.807212164324788,2.66658399201159e-05,1,44,0.0076825
Proposed IT2-W-FBRI,Proposed,alpha,0.7,0,47,0.842184992532492,0.408229974825817,0.943559731731511,1,42,0.0080207
Proposed IT2-W-FBRI,Proposed,alpha,0.7,5,47,0.782750047485764,0.778018235749927,0.00132275632893382,1,42,0.0070538
Proposed IT2-W-FBRI,Proposed,alpha,0.7,10,47,0.807219146164746,0.800192732856344,5.7665221250966e-05,1,42,0.008529
Proposed IT2-W-FBRI,Proposed,alpha,0.7,15,47,0.815258098716665,0.806681210915357,3.11273256521636e-05,1,43,0.0069866
Proposed IT2-W-FBRI,Proposed,alpha,0.7,20,47,0.815860103578803,0.807163097051885,3.04026832867236e-05,1,44,0.0071306
Proposed IT2-W-FBRI,Proposed,alpha,0.7,40,47,0.815922516603947,0.807213007316995,3.00008269105281e-05,1,44,0.0071092
Proposed IT2-W-FBRI,Proposed,alpha,0.8,0,47,0.842521941058573,0.39261364795161,0.97368309040629,1,43,0.0084829
Proposed IT2-W-FBRI,Proposed,alpha,0.8,5,47,0.827931141173635,0.68896391085245,0.334583758060098,1,42,0.0075369
Proposed IT2-W-FBRI,Proposed,alpha,0.8,10,47,0.816432981642499,0.806700385976122,0.0220698745021616,1,42,0.0080565
Proposed IT2-W-FBRI,Proposed,alpha,0.8,15,47,0.815923440144052,0.807310072539531,0.00149244404722707,1,43,0.0069394
Proposed IT2-W-FBRI,Proposed,alpha,0.8,20,47,0.815921384203303,0.807228105529115,0.000272730656675138,1,43,0.0069545
Proposed IT2-W-FBRI,Proposed,alpha,0.8,40,47,0.81592394013762,0.807215479386,5.00198368664632e-05,1,43,0.0070623
Proposed IT2-W-FBRI,Proposed,alpha,0.85,0,47,0.842615182306887,0.387969122383926,0.98258253361742,1,43,0.0055763
Proposed IT2-W-FBRI,Proposed,alpha,0.85,5,47,0.836210773433811,0.57301803196423,0.60405313676896,1,42,0.0096914
Proposed IT2-W-FBRI,Proposed,alpha,0.85,10,47,0.824785051274512,0.735299567047609,0.22114061691012,1,42,0.0070056
Proposed IT2-W-FBRI,Proposed,alpha,0.85,15,47,0.81855134641273,0.795075861598305,0.0613635849512355,1,42,0.0071091
Proposed IT2-W-FBRI,Proposed,alpha,0.85,20,47,0.816765825977034,0.806737119567456,0.0193908043885713,1,42,0.0081451
Proposed IT2-W-FBRI,Proposed,alpha,0.85,40,47,0.816047807152595,0.807498695732529,0.00284578664624101,1,43,0.0119376
Proposed IT2-W-FBRI,Proposed,alpha,0.9,0,47,0.842676918917873,0.384807487009583,0.988625360257226,1,43,0.0057631
Proposed IT2-W-FBRI,Proposed,alpha,0.9,5,47,0.840761359603714,0.461954112097462,0.837588494734324,1,42,0.0111889
Proposed IT2-W-FBRI,Proposed,alpha,0.9,10,47,0.836382227731767,0.570918883557442,0.608811487960716,1,42,0.0103174
Proposed IT2-W-FBRI,Proposed,alpha,0.9,15,47,0.832042166942463,0.644561858251453,0.441426922283258,1,42,0.0087706
Proposed IT2-W-FBRI,Proposed,alpha,0.9,20,47,0.828801449324437,0.689479962253741,0.33571695680127,1,42,0.0068793
Proposed IT2-W-FBRI,Proposed,alpha,0.9,40,47,0.823871707177062,0.745435006568736,0.194693404197649,1,42,0.0070977
Proposed IT2-W-FBRI,Proposed,alpha,1,0,47,0.842743145417068,0.381337276493106,0.995244075888411,1,43,0.0076249
Proposed IT2-W-FBRI,Proposed,alpha,1,5,47,0.842743145417068,0.381337276493106,0.995244075888411,1,43,0.0107199
Proposed IT2-W-FBRI,Proposed,alpha,1,10,47,0.842743145417068,0.381337276493106,0.995244075888411,1,43,0.0073292
Proposed IT2-W-FBRI,Proposed,alpha,1,15,47,0.842743145417068,0.381337276493106,0.995244075888411,1,43,0.007312
Proposed IT2-W-FBRI,Proposed,alpha,1,20,47,0.842743145417068,0.381337276493106,0.995244075888411,1,43,0.0087554
Proposed IT2-W-FBRI,Proposed,alpha,1,40,47,0.842743145417068,0.381337276493106,0.995244075888411,1,43,0.0073484
Isobe-APP,Convergence SOTA,none,NaN,NaN,47,0.842796902018964,0.378876401830102,0.999952543715388,1,42,0.0056398
RQE,Robust SOTA,rqe_tau,0.5,NaN,47,0.794995028393923,0.624388189863121,0.387079009704162,1,23,0.2419029
RQE,Robust SOTA,rqe_tau,1,NaN,47,0.795021314666336,0.624313496280775,0.387301729845702,1,23,0.2503615
RQE,Robust SOTA,rqe_tau,2,NaN,47,0.795074333849336,0.624162449623132,0.387751753161038,1,23,0.2367829
RQE,Robust SOTA,rqe_tau,5,NaN,47,0.795236574043399,0.623696979814079,0.389135510165119,1,23,0.2340618
RQE,Robust SOTA,rqe_tau,10,NaN,47,0.795514611853781,0.622887607735713,0.39153077557716,1,23,0.2288985
RQE,Robust SOTA,rqe_tau,20,NaN,47,0.796074816360371,0.621212656773903,0.396447004690457,1,24,0.2551451
RQE,Robust SOTA,rqe_tau,50,NaN,47,0.797326015848279,0.61716840807785,0.408046575209918,1,24,0.2816753
MF-RQE,Robust SOTA,mfrqe_tau,0.5,NaN,47,0.783322923312418,0.648940923852096,0.305679700496965,1,22,0.2231494
MF-RQE,Robust SOTA,mfrqe_tau,1,NaN,47,0.78254537974951,0.64993626145686,0.30159767495099,1,22,0.2224557
MF-RQE,Robust SOTA,mfrqe_tau,2,NaN,47,0.781017682103504,0.651845307500726,0.293680068763852,1,22,0.2393811
MF-RQE,Robust SOTA,mfrqe_tau,5,NaN,47,0.777040976642496,0.656577374652868,0.273686363205582,1,21,0.1968396
MF-RQE,Robust SOTA,mfrqe_tau,10,NaN,47,0.773199232650144,0.661015038819037,0.255170663561366,1,20,0.2041782
MF-RQE,Robust SOTA,mfrqe_tau,20,NaN,47,0.771127611211412,0.663239332178748,0.245498098235752,1,19,0.1947847
MF-RQE,Robust SOTA,mfrqe_tau,50,NaN,47,0.770778443662434,0.663587165134807,0.243887842033785,1,19,0.1845255
CVaR-game,Robust SOTA,cvar_alpha,0.05,NaN,47,0.740554192516327,0.730175236103682,1.14996634136185e-05,1,28,0.0857558
CVaR-game,Robust SOTA,cvar_alpha,0.1,NaN,47,0.740554192516327,0.730175236103682,1.14996634136185e-05,1,28,0.0964703
CVaR-game,Robust SOTA,cvar_alpha,0.2,NaN,47,0.740554192516327,0.730175236103682,1.14996634136185e-05,1,28,0.0881536
CVaR-game,Robust SOTA,cvar_alpha,0.3,NaN,47,0.740554192516327,0.730175236103682,1.14996634136185e-05,1,28,0.092438
CVaR-game,Robust SOTA,cvar_alpha,0.5,NaN,47,0.842794693933703,0.378865760847879,0.999965501009759,1,28,0.0857441
CVaR-game,Robust SOTA,cvar_alpha,0.7,NaN,47,0.842794693933703,0.378865760847879,0.999965501009759,1,28,0.0951322
CVaR-game,Robust SOTA,cvar_alpha,0.9,NaN,47,0.842794693933703,0.378865760847879,0.999965501009759,1,28,0.0912923
DRNE-VI,Robust SOTA,drne_alpha,0.1,NaN,47,0.834210995965194,0.531058722543401,0.68314808412777,0,300,0.006068
DRNE-VI,Robust SOTA,drne_alpha,0.3,NaN,47,0.831361391915027,0.560946811501966,0.614740028810854,0,300,0.0062929
DRNE-VI,Robust SOTA,drne_alpha,0.5,NaN,47,0.82552205146577,0.595216840605089,0.527848662315903,0,300,0.0062224
DRNE-VI,Robust SOTA,drne_alpha,0.7,NaN,47,0.808186247465733,0.64763027072562,0.372300867869437,0,300,0.0061437
DRNE-VI,Robust SOTA,drne_alpha,0.9,NaN,47,0.78936094838616,0.696464833322399,0.218513674676503,0,300,0.0061022
DRNE-VI,Robust SOTA,drne_alpha,0.95,NaN,47,0.788512611174073,0.698609412342403,0.211739533641091,0,300,0.003345
Proposed IT2-W-FBRI,Proposed,alpha,0,0,48,0.740838254661555,0.732107797485835,8.94770198537792e-05,1,41,0.0056878
Proposed IT2-W-FBRI,Proposed,alpha,0,5,48,0.74058816695752,0.731780350225623,1.67056480856777e-05,1,46,0.0117669
Proposed IT2-W-FBRI,Proposed,alpha,0,10,48,0.740588689298117,0.731780783496401,1.39725961709701e-05,1,46,0.0073003
Proposed IT2-W-FBRI,Proposed,alpha,0,15,48,0.742222055244359,0.733896801759422,2.66572707515276e-05,1,44,0.0090146
Proposed IT2-W-FBRI,Proposed,alpha,0,20,48,0.780698081205136,0.776283041163861,2.57580378802341e-05,1,44,0.0075061
Proposed IT2-W-FBRI,Proposed,alpha,0,40,48,0.815771419079515,0.808463068784941,1.21092366494324e-05,1,46,0.0075349
Proposed IT2-W-FBRI,Proposed,alpha,0.1,0,48,0.742316014673086,0.733794418772009,0.00151740949705473,1,41,0.0086914
Proposed IT2-W-FBRI,Proposed,alpha,0.1,5,48,0.740588755079957,0.731780988224262,1.862508075581e-05,1,46,0.0078551
Proposed IT2-W-FBRI,Proposed,alpha,0.1,10,48,0.740589451008019,0.731781738201021,1.58602647871629e-05,1,46,0.0078904
Proposed IT2-W-FBRI,Proposed,alpha,0.1,15,48,0.746332522799803,0.738718278510155,3.04376206733786e-05,1,44,0.0074888
Proposed IT2-W-FBRI,Proposed,alpha,0.1,20,48,0.788881175894686,0.78438703284818,2.94988967770992e-05,1,44,0.0108327
Proposed IT2-W-FBRI,Proposed,alpha,0.1,40,48,0.815773588185803,0.808464826725603,1.39203601579571e-05,1,46,0.0080787
Proposed IT2-W-FBRI,Proposed,alpha,0.2,0,48,0.759536164173459,0.733178320403555,0.0601391366829564,1,52,0.0098075
Proposed IT2-W-FBRI,Proposed,alpha,0.2,5,48,0.74058928450746,0.731781589909127,2.06917199803184e-05,1,45,0.0077499
Proposed IT2-W-FBRI,Proposed,alpha,0.2,10,48,0.740595772261168,0.731789977003763,1.794687170021e-05,1,45,0.0106079
Proposed IT2-W-FBRI,Proposed,alpha,0.2,15,48,0.754838259240459,0.748648819952575,3.46585590153848e-05,1,43,0.0075686
Proposed IT2-W-FBRI,Proposed,alpha,0.2,20,48,0.797241332926376,0.792372813755847,3.36880652404638e-05,1,44,0.0075375
Proposed IT2-W-FBRI,Proposed,alpha,0.2,40,48,0.815775325515279,0.808466267814915,1.59602487905426e-05,1,46,0.0100325
Proposed IT2-W-FBRI,Proposed,alpha,0.3,0,48,0.834396424659443,0.581101894508393,0.576249882568137,1,48,0.0090219
Proposed IT2-W-FBRI,Proposed,alpha,0.3,5,48,0.740589823706573,0.731782220910482,2.28978551641183e-05,1,44,0.0076802
Proposed IT2-W-FBRI,Proposed,alpha,0.3,10,48,0.740687929582543,0.731910678180473,2.02286313566428e-05,1,45,0.010915
Proposed IT2-W-FBRI,Proposed,alpha,0.3,15,48,0.767313551963942,0.761903288422213,3.9321888403762e-05,1,43,0.010104
Proposed IT2-W-FBRI,Proposed,alpha,0.3,20,48,0.805135381278065,0.799349937155682,3.8358277448732e-05,1,43,0.0100678
Proposed IT2-W-FBRI,Proposed,alpha,0.3,40,48,0.815776739751422,0.808467475901847,1.82442542646525e-05,1,46,0.0138262
Proposed IT2-W-FBRI,Proposed,alpha,0.4,0,48,0.842561423053765,0.520599001803946,0.719867340831707,1,42,0.005988
Proposed IT2-W-FBRI,Proposed,alpha,0.4,5,48,0.740591673730326,0.731784576574476,2.52324142615898e-05,1,44,0.0074048
Proposed IT2-W-FBRI,Proposed,alpha,0.4,10,48,0.741997678347613,0.733619128579974,3.24459062546725e-05,1,44,0.0074918
Proposed IT2-W-FBRI,Proposed,alpha,0.4,15,48,0.782465788467714,0.778094280552144,4.44510853973648e-05,1,43,0.0087444
Proposed IT2-W-FBRI,Proposed,alpha,0.4,20,48,0.811284743181026,0.80491972821888,4.35124436677256e-05,1,43,0.0073111
Proposed IT2-W-FBRI,Proposed,alpha,0.4,40,48,0.815777914366114,0.808468515542796,2.07876733415785e-05,1,45,0.007543
Proposed IT2-W-FBRI,Proposed,alpha,0.5,0,48,0.845546900711312,0.473612866178945,0.817368393102877,1,42,0.0055545
Proposed IT2-W-FBRI,Proposed,alpha,0.5,5,48,0.740659493002038,0.731873376277417,2.76949836527245e-05,1,43,0.0069196
Proposed IT2-W-FBRI,Proposed,alpha,0.5,10,48,0.752389778343418,0.74581298397609,5.18328410084602e-05,1,42,0.0067675
Proposed IT2-W-FBRI,Proposed,alpha,0.5,15,48,0.798391234063713,0.793469106609495,5.00574997968227e-05,1,42,0.0070575
Proposed IT2-W-FBRI,Proposed,alpha,0.5,20,48,0.81448031128358,0.807473873300652,3.44188061076589e-05,1,44,0.010419
Proposed IT2-W-FBRI,Proposed,alpha,0.5,40,48,0.815778912938154,0.808469435441839,2.35920047252718e-05,1,45,0.0079949
Proposed IT2-W-FBRI,Proposed,alpha,0.6,0,48,0.847254095564724,0.435783672793929,0.891987787185191,1,42,0.005614
Proposed IT2-W-FBRI,Proposed,alpha,0.6,5,48,0.743751279602406,0.735726549412002,4.3256755553984e-05,1,42,0.006896
Proposed IT2-W-FBRI,Proposed,alpha,0.6,10,48,0.779008256186069,0.774624648468896,4.03913975362206e-05,1,43,0.0070349
Proposed IT2-W-FBRI,Proposed,alpha,0.6,15,48,0.810760943787048,0.804466359392673,5.61224812539322e-05,1,42,0.006774
Proposed IT2-W-FBRI,Proposed,alpha,0.6,20,48,0.815484288196082,0.808244459421108,2.7113830364422e-05,1,44,0.006893
Proposed IT2-W-FBRI,Proposed,alpha,0.6,40,48,0.815779783972734,0.808470273027083,2.66658145193128e-05,1,44,0.0071628
Proposed IT2-W-FBRI,Proposed,alpha,0.7,0,48,0.848273220382552,0.409302139998248,0.9435597317113,1,42,0.0081231
Proposed IT2-W-FBRI,Proposed,alpha,0.7,5,48,0.782751655359788,0.778446957607824,0.00132275624682807,1,42,0.0066574
Proposed IT2-W-FBRI,Proposed,alpha,0.7,10,48,0.807122710612581,0.801262759587221,5.76651731524971e-05,1,42,0.0066578
Proposed IT2-W-FBRI,Proposed,alpha,0.7,15,48,0.815119880606424,0.807965553686968,3.11272930303493e-05,1,43,0.0071464
Proposed IT2-W-FBRI,Proposed,alpha,0.7,20,48,0.81571850529329,0.808423680678262,3.04039018480705e-05,1,43,0.0070182
Proposed IT2-W-FBRI,Proposed,alpha,0.7,40,48,0.815780564169803,0.808471055956345,3.00008053982215e-05,1,44,0.0092692
