N,Method,Class,NativeCriterion,ConvergedRate,RoundsMean,RoundsCI95,qHatMean,qHatCI95,CommonAlphaExploitabilityMean,CommonAlphaExploitabilityCI95,ExpectedPayoffMean,ExpectedPayoffCI95,WorstCaseQ5Mean,WorstCaseQ5CI95,CEGammaMean,CEGammaCI95,PayoffDegradationMean,PayoffDegradationCI95,SCShareMean,SCShareCI95,RuntimeMeanSec,RuntimeCI95Sec
50,Proposed IT2-W-FBRI,Proposed,max strategy-step L1,1,45,0,0.856630852795765,7.70636831435258e-05,0.0101278438619246,1.51015519686139e-12,0.815805657748753,4.7251277528051e-05,0.807434460058633,9.65575598116438e-05,0.811201499019187,5.99438006937577e-05,0.00837119769012082,0.000101290611154256,2.35920614646754e-05,1.89442872173367e-11,0.009773205,0.00231770810547585
50,Isobe-APP,Convergence SOTA,outer-anchor L1,1,42,0,0.778395593641298,3.54595898164106e-05,7.22652407081359e-08,1.2435912174745e-10,0.843977792841358,0.00141618525545122,0.380227789883563,0.000669901413262226,0.588915291214571,0.00094947614431467,0.463750002957795,0.00100066382671375,0.99995265382119,3.85941904423528e-08,0.00445289,0.000310989233983445
50,RQE,Robust SOTA,quantal fixed-point L1,1,23,0,0.691481000334441,5.33098731215565e-17,0.010509354790928,0,0.795740307025554,0.00052443819887876,0.623874736735245,0.000168361262051275,0.701214243365884,0.000318604236081417,0.171865570290309,0.000391047878740212,0.389135510165119,5.33098731215565e-17,0.26714974,0.0299722434280648
50,MF-RQE,Robust SOTA,quantal fixed-point L1,1,21,0,0.703155132539015,0,0.0142327149820258,0,0.777400428297222,0.000369471816023918,0.656755897968109,0.000142943968137992,0.71104593661621,0.000237253432026469,0.120644530329114,0.000257244035242084,0.273686363205582,2.66549365607783e-17,0.218571065,0.00660353204186465
50,CVaR-game,Robust SOTA,mixed best-response fixed-point L1,1,28,0,0.700000000000027,1.06619746243113e-16,0.0122620285001507,0,0.740699603635802,5.77288229270107e-05,0.730851368957446,0.000115130398936899,0.735283074562706,7.34226458687932e-05,0.00984823467835558,0.000117190125066138,1.14996634136185e-05,1.62688821782094e-21,0.098457985,0.00498286459950303
50,DRNE-VI,Robust SOTA,worst-distribution exploitability,0,300,0,0.998198949431927,5.33098731215565e-17,0.00758623217545018,0,0.798465869236316,0.000383686082637475,0.673947924559652,0.000155078637355782,0.729980999664151,0.00024109921275596,0.124517944676664,0.000293671190988349,0.288843548536262,5.33098731215565e-17,0.006834565,0.00057855912433136
