N,Method,Class,NativeCriterion,ConvergedRate,RoundsMean,RoundsCI95,qHatMean,qHatCI95,CommonAlphaExploitabilityMean,CommonAlphaExploitabilityCI95,ExpectedPayoffMean,ExpectedPayoffCI95,WorstCaseQ5Mean,WorstCaseQ5CI95,CEGammaMean,CEGammaCI95,PayoffDegradationMean,PayoffDegradationCI95,SCShareMean,SCShareCI95,RuntimeMeanSec,RuntimeCI95Sec
50,Proposed IT2-W-FBRI,Proposed,max strategy-step L1,1,41,0,0.872720947786133,0.000319361843358885,0.0122496799718081,5.73343025701649e-12,0.715418558687316,0.00128411083846789,0.727262074445948,0.000607503848667826,0.721932492354564,0.00088609591718133,-0.0118435157586315,0.000803630211449776,0.000318782950980562,8.13586519417622e-11,0.00784247,0.00233472501357577
50,Isobe-APP,Convergence SOTA,outer-anchor L1,1,42,0,0.778395593641298,3.54595898164106e-05,7.22652407081359e-08,1.2435912174745e-10,0.847828648226648,0.00112995407955469,0.381704903698979,0.000705419794136099,0.59146058873643,0.000834293474597853,0.46612374452767,0.000784192553598228,0.99995265382119,3.85941904423528e-08,0.00498694,0.000528801395210597
50,RQE,Robust SOTA,quantal fixed-point L1,1,23,0,0.691481000334441,5.33098731215565e-17,0.010509354790928,0,0.783249425117719,0.000362832743753375,0.624224558922719,0.000156336281076569,0.695785748710469,0.000213765592212019,0.159024866195,0.000330217311909876,0.389135510165119,5.33098731215565e-17,0.274236365,0.0250452257414914
50,MF-RQE,Robust SOTA,quantal fixed-point L1,1,21,0,0.703155132539015,0,0.0142327149820258,0,0.761855659471752,0.000398667949746517,0.649298896099472,0.000168962174300043,0.699949439616998,0.000232754795673083,0.112556763372281,0.000365413751657133,0.273686363205582,2.66549365607783e-17,0.219498045,0.00955178589786365
50,CVaR-game,Robust SOTA,mixed best-response fixed-point L1,1,28,0,0.700000000000027,1.06619746243113e-16,0.0122620285001507,0,0.714733923165644,0.00129754875876459,0.726988189071439,0.000550597567862119,0.721473769413831,0.000859146330035281,-0.0122542659057946,0.000867456656638446,1.14996634136185e-05,1.62688821782094e-21,0.101572305,0.00580154708245106
50,DRNE-VI,Robust SOTA,worst-distribution exploitability,0,300,0,0.998198949431927,5.33098731215565e-17,0.00758623217545018,0,0.782302224001738,0.000447815193101208,0.644931576449089,0.000493081127158734,0.706748367847781,0.000446216963900568,0.137370647552649,0.000316889371340398,0.288843548536262,5.33098731215565e-17,0.007098765,0.000769212337308751
