N,Method,Class,ConvergedRate,RoundsMean,RoundsCI95,qHatMean,qHatCI95,ExpectedPayoffMean,ExpectedPayoffCI95,WorstCaseQ5Mean,WorstCaseQ5CI95,CEGammaMean,CEGammaCI95,PayoffDegradationMean,PayoffDegradationCI95,SCShareMean,SCShareCI95,RuntimeMeanSec,RuntimeCI95Sec
50,Proposed IT2-W-FBRI,Proposed,1,25,0,0.699999999726311,2.97172524282795e-13,0.815833661879325,4.92883841375515e-05,0.807456309229734,0.000163491319964367,0.81122611792205,9.01423081339309e-05,0.00837735264959034,0.00017602508873313,3.35249790877625e-05,3.3556880379304e-08,0.04071614,0.00379249126455162
50,Isobe-APP,Convergence SOTA,1,42,0,0.776578723893104,4.56470768936991e-05,0.843959716237966,0.00234430151321635,0.380244592887088,0.00104823973413829,0.588916398394983,0.00158100853119064,0.463715123350878,0.00152797870657561,0.999957137281763,4.45717033776181e-08,0.06097411,0.00233162892648307
50,RQE,Robust SOTA,1,20,0,0.693632189582116,7.25345709421769e-17,0.794316184606043,0.00076337725286471,0.642871287560414,0.000246984054646399,0.711021491230947,0.000469212197563675,0.151444897045629,0.000552773375050646,0.354692318888786,3.62672854710884e-17,0.00067628,0.000592555306101385
50,MF-RQE,Robust SOTA,1,16,0,0.700842959983548,0,0.779693250922648,0.000578565831209628,0.665357941094519,0.000220519421723386,0.716808830517177,0.000377379542941282,0.114335309828129,0.000375850918679549,0.267799831318602,0,0.00077418,0.00106959913180581
50,CVaR-game,Robust SOTA,1,25,0,0.700000000000018,7.25345709421769e-17,0.740677403771074,7.78382874327638e-05,0.730795935605454,0.000178328045100128,0.735242596279983,0.000106997914265906,0.0098814681656196,0.000188222910042279,3.35267154915991e-05,4.42715887098248e-21,0.00582366,0.000750207262111288
50,DRNE-VI,Robust SOTA,0,300,0,0.998198949431927,7.25345709421769e-17,0.801399968622686,0.000602871477442177,0.682951073697438,0.000194359659757,0.7362530764138,0.000368892757151942,0.118448894925249,0.000441526573547599,0.288843548536262,0,0.00648659,0.00086576256154192
