N,Method,Class,NativeCriterion,ConvergedRate,RoundsMean,RoundsCI95,qHatMean,qHatCI95,CommonAlphaExploitabilityMean,CommonAlphaExploitabilityCI95,ExpectedPayoffMean,ExpectedPayoffCI95,WorstCaseQ5Mean,WorstCaseQ5CI95,CEGammaMean,CEGammaCI95,PayoffDegradationMean,PayoffDegradationCI95,SCShareMean,SCShareCI95,RuntimeMeanSec,RuntimeCI95Sec
20,Proposed IT2-W-FBRI,Proposed,max strategy-step L1,1,78,0,0.912546972191788,0,0.0133297317627343,0,0.773473428130488,0,0.770193936785538,0,0.771669707890766,0,0.00327949134495031,0,9.53536826376806e-05,0,0.0304059,0
20,Isobe-APP,Convergence SOTA,outer-anchor L1,1,42,0,0.778367117574753,0,7.2259308869782e-08,0,0.824602314137353,0,0.40448498778359,0,0.593537784642784,0,0.420117326353763,0,0.999952684393451,0,0.0081141,0
20,RQE,Robust SOTA,quantal fixed-point L1,1,23,0,0.691483164413633,0,0.0105093547119808,0,0.787467591766713,0,0.627840176499095,0,0.699672513369523,0,0.159627415267618,0,0.389135512915652,0,0.0229497,0
20,MF-RQE,Robust SOTA,quantal fixed-point L1,1,21,0,0.703154861269551,0,0.0142327150552931,0,0.77130154985455,0,0.659165366423061,0,0.709626648967231,0,0.112136183431489,0,0.273686362166605,0,0.0221287,0
20,CVaR-game,Robust SOTA,mixed best-response fixed-point L1,1,28,0,0.700000000000027,0,0.0122620285001503,0,0.738219603172117,0,0.733255779357016,0,0.735489500073812,0,0.00496382381510097,0,1.14996634136185e-05,0,0.7403469,0
20,DRNE-VI,Robust SOTA,worst-distribution exploitability,0,300,0,0.998198949431928,0,0.00758623217544996,0,0.792259655011436,0,0.676961575368412,0,0.728845711207773,0,0.115298079643025,0,0.288843548536262,0,0.0123545,0
