N,Seed,Method,Class,Converged,Rounds,q_hat,FinalResidual,NativeCriterion,CommonAlphaExploitability,ExpectedPayoff,WorstCaseQ5,CE_gamma,PayoffDegradation,SCShare,RuntimeSec,DecisionAlpha,SolveDelta,Certificate
20,42,Proposed IT2-W-FBRI,Proposed,1,78,0.912546972191788,8.34125246150468e-05,max strategy-step L1,0.0133297317627343,0.773473428130488,0.770193936785538,0.771669707890766,0.00327949134495031,9.53536826376806e-05,0.0304059,0.05,0.2,base Gamma_alpha certificate; focused point empirical
20,42,Isobe-APP,Convergence SOTA,1,42,0.778367117574753,9.78188944976665e-05,outer-anchor L1,7.2259308869782e-08,0.824602314137353,0.40448498778359,0.593537784642784,0.420117326353763,0.999952684393451,0.0081141,1,0,none
20,42,RQE,Robust SOTA,1,23,0.691483164413633,9.72294825236364e-05,quantal fixed-point L1,0.0105093547119808,0.787467591766713,0.627840176499095,0.699672513369523,0.159627415267618,0.389135512915652,0.0229497,1,0.2,none
20,42,MF-RQE,Robust SOTA,1,21,0.703154861269551,7.63449418649531e-05,quantal fixed-point L1,0.0142327150552931,0.77130154985455,0.659165366423061,0.709626648967231,0.112136183431489,0.273686362166605,0.0221287,1,0.2,none
20,42,CVaR-game,Robust SOTA,1,28,0.700000000000027,9.85685435454044e-05,mixed best-response fixed-point L1,0.0122620285001503,0.738219603172117,0.733255779357016,0.735489500073812,0.00496382381510097,1.14996634136185e-05,0.7403469,1,0.2,none
20,42,DRNE-VI,Robust SOTA,0,300,0.998198949431928,0.0032518521817344,worst-distribution exploitability,0.00758623217544996,0.792259655011436,0.676961575368412,0.728845711207773,0.115298079643025,0.288843548536262,0.0123545,1,0.2,none
