N,Seed,Method,Class,Converged,Rounds,q_hat,FinalResidual,NativeCriterion,CommonAlphaExploitability,ExpectedPayoff,WorstCaseQ5,CE_gamma,PayoffDegradation,SCShare,RuntimeSec,DecisionAlpha,SolveDelta,Certificate
50,60,RQE,Robust SOTA,1,23,0.691481000334441,9.72227896521294e-05,quantal fixed-point L1,0.010509354790928,0.783284708167649,0.624211202699586,0.695794280160215,0.159073505468063,0.389135510165119,0.2410605,1,0.2,none
50,60,MF-RQE,Robust SOTA,1,21,0.703155132539015,7.63455179394468e-05,quantal fixed-point L1,0.0142327149820258,0.762454718952244,0.649558984302802,0.700362064895051,0.112895734649443,0.273686363205582,0.2378917,1,0.2,none
50,60,CVaR-game,Robust SOTA,1,28,0.700000000000027,9.85685435454044e-05,mixed best-response fixed-point L1,0.0122620285001507,0.717533488982777,0.728030421021811,0.723306801604246,-0.0104969320390343,1.14996634136185e-05,0.1103955,1,0.2,none
50,60,DRNE-VI,Robust SOTA,0,300,0.998198949431928,0.0032518521817344,worst-distribution exploitability,0.00758623217545018,0.783297246239986,0.645807891969976,0.707678101391481,0.13748935427001,0.288843548536262,0.0061661,1,0.2,none
50,61,Proposed IT2-W-FBRI,Proposed,1,41,0.873140674101772,8.10300590950609e-05,max strategy-step L1,0.0122496799642717,0.711938441953011,0.72661874826232,0.720012610423131,-0.0146803063093093,0.000318782910078213,0.006013,0.05,0.2,base Gamma_alpha certificate; focused point empirical
50,61,Isobe-APP,Convergence SOTA,1,42,0.778459980394357,9.80199962002622e-05,outer-anchor L1,7.24077652280997e-08,0.847022409594491,0.380857624956851,0.590631778043789,0.466164784637639,0.999952672507461,0.0039112,1,0,none
50,61,RQE,Robust SOTA,1,23,0.691481000334441,9.72227896521294e-05,quantal fixed-point L1,0.010509354790928,0.78234599391429,0.624170994030266,0.695349743978077,0.158174999884024,0.389135510165119,0.2359911,1,0.2,none
50,61,MF-RQE,Robust SOTA,1,21,0.703155132539015,7.63455179394468e-05,quantal fixed-point L1,0.0142327149820258,0.760785560939118,0.648803352788567,0.699195346456315,0.111982208150551,0.273686363205582,0.2104672,1,0.2,none
50,61,CVaR-game,Robust SOTA,1,28,0.700000000000027,9.85685435454044e-05,mixed best-response fixed-point L1,0.0122620285001507,0.711219197138581,0.726507995546,0.719628036262661,-0.0152887984074199,1.14996634136185e-05,0.0912066,1,0.2,none
50,61,DRNE-VI,Robust SOTA,0,300,0.998198949431928,0.0032518521817344,worst-distribution exploitability,0.00758623217545018,0.781018029451029,0.643603890494304,0.70544025302483,0.137414138956725,0.288843548536262,0.00857,1,0.2,none
