N,Seed,Method,Class,Converged,Rounds,q_hat,FinalResidual,NativeCriterion,CommonAlphaExploitability,AvgPayoff,WorstCaseQ5,RuntimeSec,Certificate
20,43,CVaR-game,Robust SOTA,1,28,0.700000000000027,9.85685435454043e-05,mixed best-response fixed-point L1,8.34693067353065e-06,0.965615896287987,0.934449516404166,0.1045301,none
20,43,DRNE-VI,Robust SOTA,0,300,0.991721255685723,0.00506067452224113,worst-distribution exploitability,0.00424866672834412,0.961821603615627,0.9327445574257,0.0086047,none
20,44,Proposed IT2-W-FBRI,Proposed,1,22,0.682932285788737,8.69160447185928e-05,max strategy-step L1,0.0571250916182188,0.892559327260942,0.875552440922775,0.0041362,base Gamma_alpha certificate; focused point empirical
20,44,Isobe-APP,Convergence SOTA,1,69,0.849414746749942,6.87350338511344e-05,outer-anchor L1,3.26263645478164e-06,0.965622516832113,0.918504024995018,0.0059285,none
20,44,RQE,Robust SOTA,1,32,0.75711465262075,7.84151114607418e-05,quantal fixed-point L1,0.0877651857582546,0.838864799497532,0.820906196265089,0.3687032,none
20,44,MF-RQE,Robust SOTA,1,29,0.728542306250493,8.44197585881321e-05,quantal fixed-point L1,0.0643011356873564,0.881358123813592,0.865958501483026,0.4215301,none
20,44,CVaR-game,Robust SOTA,1,28,0.700000000000027,9.85685435454043e-05,mixed best-response fixed-point L1,8.34693067353065e-06,0.965615896287987,0.918493534381645,0.1025609,none
20,44,DRNE-VI,Robust SOTA,0,300,0.991721255685723,0.00506067452224113,worst-distribution exploitability,0.00424866672834412,0.961821603615627,0.922071293945162,0.0065794,none
20,45,Proposed IT2-W-FBRI,Proposed,1,22,0.683286281247339,8.72444637392868e-05,max strategy-step L1,0.0571248888860465,0.892559377231937,0.867299962734652,0.0136274,base Gamma_alpha certificate; focused point empirical
20,45,Isobe-APP,Convergence SOTA,1,69,0.849547602933197,6.93596411697615e-05,outer-anchor L1,3.29228764228695e-06,0.965622517231559,0.930178278664222,0.0056384,none
20,45,RQE,Robust SOTA,1,32,0.75711465262075,7.84151114607418e-05,quantal fixed-point L1,0.0877651857582546,0.838864799497532,0.818450236809613,0.3895963,none
20,45,MF-RQE,Robust SOTA,1,29,0.728542306250493,8.44197585881321e-05,quantal fixed-point L1,0.0643011356873564,0.881358123813592,0.859799939820344,0.3948567,none
20,45,CVaR-game,Robust SOTA,1,28,0.700000000000027,9.85685435454043e-05,mixed best-response fixed-point L1,8.34693067353065e-06,0.965615896287987,0.930167009172071,0.116275,none
20,45,DRNE-VI,Robust SOTA,0,300,0.991721255685723,0.00506067452224113,worst-distribution exploitability,0.00424866672834412,0.961821603615627,0.934749945425358,0.006615,none
20,46,Proposed IT2-W-FBRI,Proposed,1,22,0.683117996982006,8.73847487001481e-05,max strategy-step L1,0.0571251456005231,0.89255938854485,0.875905907308976,0.0030361,base Gamma_alpha certificate; focused point empirical
20,46,Isobe-APP,Convergence SOTA,1,69,0.849412142990953,6.86538579887257e-05,outer-anchor L1,3.25878289275661e-06,0.965622517921268,0.931701298898696,0.0100645,none
20,46,RQE,Robust SOTA,1,32,0.75711465262075,7.84151114607418e-05,quantal fixed-point L1,0.0877651857582546,0.838864799497532,0.816685929439999,0.3660823,none
20,46,MF-RQE,Robust SOTA,1,29,0.728542306250493,8.44197585881321e-05,quantal fixed-point L1,0.0643011356873564,0.881358123813592,0.863973726849065,0.392609,none
20,46,CVaR-game,Robust SOTA,1,28,0.700000000000027,9.85685435454043e-05,mixed best-response fixed-point L1,8.34693067353065e-06,0.965615896287987,0.931692737463969,0.1062886,none
20,46,DRNE-VI,Robust SOTA,0,300,0.991721255685723,0.00506067452224113,worst-distribution exploitability,0.00424866672834412,0.961821603615627,0.931863724480758,0.0095688,none
20,47,Proposed IT2-W-FBRI,Proposed,1,22,0.683243687233412,8.72883242315822e-05,max strategy-step L1,0.0571250594684986,0.892559320237381,0.86778751737206,0.0027121,base Gamma_alpha certificate; focused point empirical
20,47,Isobe-APP,Convergence SOTA,1,69,0.849545677467973,6.94472703883e-05,outer-anchor L1,3.29644767549375e-06,0.965622499963065,0.922776544550602,0.0051393,none
20,47,RQE,Robust SOTA,1,32,0.75711465262075,7.84151114607418e-05,quantal fixed-point L1,0.0877651857582546,0.838864799497532,0.81563846163456,0.3455039,none
20,47,MF-RQE,Robust SOTA,1,29,0.728542306250493,8.44197585881321e-05,quantal fixed-point L1,0.0643011356873564,0.881358123813592,0.857255146438891,0.3593423,none
20,47,CVaR-game,Robust SOTA,1,28,0.700000000000027,9.85685435454043e-05,mixed best-response fixed-point L1,8.34693067353065e-06,0.965615896287987,0.922765357678745,0.0916469,none
20,47,DRNE-VI,Robust SOTA,0,300,0.991721255685723,0.00506067452224113,worst-distribution exploitability,0.00424866672834412,0.961821603615627,0.922547042292819,0.0059779,none
20,48,Proposed IT2-W-FBRI,Proposed,1,22,0.683214359810357,8.7685160683245e-05,max strategy-step L1,0.0571253408959396,0.892559298247982,0.861928611975629,0.002517,base Gamma_alpha certificate; focused point empirical
