Method,Class,RiskName,RiskValue,FocusS,Seed,ExpectedPayoff,WorstCaseQ5,SCShare,Converged,Rounds,RuntimeSec
Proposed IT2-W-FBRI,Proposed,alpha,0.9,20,52,0.817834102273329,0.685104248441307,0.335716956882871,1,42,0.0071984
Proposed IT2-W-FBRI,Proposed,alpha,0.9,40,52,0.80854684037122,0.740776477232308,0.194693404243299,1,42,0.008845
Proposed IT2-W-FBRI,Proposed,alpha,1,0,52,0.848952218854698,0.38262717986917,0.995244075957153,1,43,0.0090812
Proposed IT2-W-FBRI,Proposed,alpha,1,5,52,0.848952218854698,0.38262717986917,0.995244075957153,1,43,0.0115225
Proposed IT2-W-FBRI,Proposed,alpha,1,10,52,0.848952218854698,0.38262717986917,0.995244075957153,1,43,0.0086471
Proposed IT2-W-FBRI,Proposed,alpha,1,15,52,0.848952218854698,0.38262717986917,0.995244075957153,1,43,0.009113
Proposed IT2-W-FBRI,Proposed,alpha,1,20,52,0.848952218854698,0.38262717986917,0.995244075957153,1,43,0.0125946
Proposed IT2-W-FBRI,Proposed,alpha,1,40,52,0.848952218854698,0.38262717986917,0.995244075957153,1,43,0.0076134
Isobe-APP,Convergence SOTA,none,NaN,NaN,52,0.8491102139879,0.38016116772676,0.999952566826486,1,42,0.0038415
RQE,Robust SOTA,rqe_tau,0.5,NaN,52,0.786221436765542,0.625330171662731,0.387079009704162,1,23,0.2248446
RQE,Robust SOTA,rqe_tau,1,NaN,52,0.786253688448014,0.625257693211523,0.387301729845702,1,23,0.2615085
