N,Seed,Method,Class,Converged,Rounds,q_hat,FinalResidual,NativeCriterion,CommonAlphaExploitability,ExpectedPayoff,WorstCaseQ5,CE_gamma,PayoffDegradation,SCShare,RuntimeSec,DecisionAlpha,SolveDelta,Certificate
50,60,Isobe-APP,Convergence SOTA,1,42,0.778269550697078,9.72815867060242e-05,outer-anchor L1,7.18624650897226e-08,0.843707414803775,0.379067782217449,0.588155616881296,0.464639632586325,0.999952564641605,0.003826,1,0,none
50,60,RQE,Robust SOTA,1,23,0.691481000334441,9.72227896521294e-05,quantal fixed-point L1,0.010509354790928,0.7956125636106,0.623760235284621,0.701093783031311,0.171852328325979,0.389135510165119,0.2300639,1,0.2,none
50,60,MF-RQE,Robust SOTA,1,21,0.703155132539015,7.63455179394468e-05,quantal fixed-point L1,0.0142327149820258,0.777301279510308,0.656715657155621,0.71097918721523,0.120585622354687,0.273686363205582,0.2044119,1,0.2,none
50,60,CVaR-game,Robust SOTA,1,28,0.700000000000027,9.85685435454044e-05,mixed best-response fixed-point L1,0.0122620285001507,0.740602703983933,0.730934879279487,0.735285400396488,0.00966782470444583,1.14996634136185e-05,0.0918394,1,0.2,none
50,60,DRNE-VI,Robust SOTA,0,300,0.998198949431928,0.0032518521817344,worst-distribution exploitability,0.00758623217545018,0.798342535578777,0.67358425976945,0.729725483883647,0.124758275809327,0.288843548536262,0.0064655,1,0.2,none
50,61,Proposed IT2-W-FBRI,Proposed,1,45,0.856731638660066,7.73352612649165e-05,max strategy-step L1,0.010127843860405,0.815906564646579,0.807629572175396,0.811354218787428,0.00827699247118263,2.35920529881879e-05,0.0107158,0.5,0.2,base Gamma_alpha certificate; focused point empirical
50,61,Isobe-APP,Convergence SOTA,1,42,0.778459980394357,9.80199962002622e-05,outer-anchor L1,7.24077652280997e-08,0.849136870837645,0.382770516124509,0.592635375745421,0.466366354713136,0.999952672507461,0.0038688,1,0,none
50,61,RQE,Robust SOTA,1,23,0.691481000334441,9.72227896521294e-05,quantal fixed-point L1,0.010509354790928,0.79767190697151,0.62446789796979,0.702409702020564,0.17320400900172,0.389135510165119,0.2413064,1,0.2,none
50,61,MF-RQE,Robust SOTA,1,21,0.703155132539015,7.63455179394468e-05,quantal fixed-point L1,0.0142327149820258,0.778750687170524,0.657225030988526,0.711911576270425,0.121525656181999,0.273686363205582,0.2013105,1,0.2,none
50,61,CVaR-game,Robust SOTA,1,28,0.700000000000027,9.85685435454044e-05,mixed best-response fixed-point L1,0.0122620285001507,0.740598759131499,0.730765072575692,0.735190231525806,0.00983368655580696,1.14996634136185e-05,0.1004604,1,0.2,none
50,61,DRNE-VI,Robust SOTA,0,300,0.998198949431928,0.0032518521817344,worst-distribution exploitability,0.00758623217545018,0.799880020781654,0.674549800715662,0.730948399745358,0.125330220065993,0.288843548536262,0.0063534,1,0.2,none
