N,Seed,Alpha,Converged,Rounds,q_hat,FinalResidual,ExpectedPayoff,WorstCaseQ5,SCShare,RuntimeSec
20,42,0,1,16,0.700096435412329,7.45874511896005e-05,0.738751253353188,0.659096301630247,0.249313284091306,0.0111843
20,42,0.5,1,17,0.700987729771163,8.81746875855405e-05,0.746396633386781,0.669866976096276,0.273068983038794,0.0131085
20,42,1,1,18,0.697663106209808,9.68377162545164e-05,0.753807367150291,0.672613051784418,0.29686241178573,0.0102392
