Mode,SeedGroup,Method,Seed,Rounds,ExpectedPayoff,WorstCaseQ5,CE_055,SCShare,EpsNE,RuntimeSec
concentrated,main,Proposed-Base,50,21,0.758957320376249,0.715412584487413,0.735007715637389,0.100751563218602,0.0295116091681403,0.0045944
concentrated,main,Proposed-Anneal,50,78,0.773996341238438,0.769986643830215,0.771791007663915,9.53536826385835e-05,0.00315266793322067,0.014939
concentrated,main,Proposed-Coherent,50,28,0.740684125195255,0.731050123832625,0.735385424445809,1.14996634136185e-05,4.66754617733933e-07,0.72349
concentrated,main,Isobe-APP,50,42,0.849086064962539,0.383441670643434,0.592981648087031,0.999952752349561,NaN,0.0087189
concentrated,main,RQE,50,23,0.79762333682644,0.624476952707316,0.702392825560922,0.389135516637,NaN,1.6135566
concentrated,main,MF-RQE,50,21,0.778728431404717,0.657244403611934,0.711912216118686,0.273686364048246,NaN,1.7145164
concentrated,main,CVaR-game,50,28,0.740684125195255,0.731050123832625,0.735385424445809,1.14996634136185e-05,NaN,0.7598726
concentrated,main,DRNE-VI,50,300,0.799865359653318,0.67451259122486,0.730921337017666,0.288843548536262,NaN,0.0071079
concentrated,main,Proposed-Base,51,21,0.758246491448393,0.714716638268476,0.734305072199438,0.100750896219202,0.0295115273561639,0.0038417
concentrated,main,Proposed-Anneal,51,78,0.773954313566022,0.769921210349073,0.7717361067967,9.5353682637341e-05,0.00315266793322044,0.012797
concentrated,main,Proposed-Coherent,51,28,0.74067620254221,0.730626273648955,0.73514874165092,1.14996634136185e-05,4.66754617733933e-07,0.7464777
concentrated,main,Isobe-APP,51,42,0.841703223228692,0.379395786303537,0.587434132919857,0.999952769308014,NaN,0.0043821
concentrated,main,RQE,51,23,0.794862188248532,0.623726808887249,0.700737729599826,0.389135516637,NaN,1.6130112
concentrated,main,MF-RQE,51,21,0.77678868561151,0.656620771350273,0.71069633276783,0.273686364048246,NaN,1.7390683
concentrated,main,CVaR-game,51,28,0.74067620254221,0.730626273648955,0.73514874165092,1.14996634136185e-05,NaN,0.7093811
concentrated,main,DRNE-VI,51,300,0.797790229234656,0.674092401593782,0.729756424032175,0.288843548536262,NaN,0.0060126
