Mode,SeedGroup,Method,Seed,Rounds,ExpectedPayoff,WorstCaseQ5,CE_055,SCShare,EpsNE,RuntimeSec
concentrated,holdout,Proposed-Base,57,21,0.758406533112682,0.714780220918392,0.734412061405822,0.100750877036218,0.0295114203071779,0.0042915
concentrated,holdout,Proposed-Anneal,57,78,0.773942759875951,0.769890877833235,0.771714224752457,9.53536826374522e-05,0.00315266793322044,0.0145805
concentrated,holdout,Proposed-Coherent,57,28,0.740561028389136,0.730827353312733,0.735207507097114,1.14996634136185e-05,4.66754617733933e-07,0.7420949
concentrated,holdout,Isobe-APP,57,42,0.844014745930546,0.379053540788729,0.588286083102547,0.999952521636595,NaN,0.0043117
concentrated,holdout,RQE,57,23,0.795729984405802,0.623567336356793,0.701040527978847,0.389135516637,NaN,1.5760717
concentrated,holdout,MF-RQE,57,21,0.777369214613115,0.656423946446018,0.710849317121212,0.273686364048246,NaN,1.7974758
concentrated,holdout,CVaR-game,57,28,0.740561028389136,0.730827353312733,0.735207507097114,1.14996634136185e-05,NaN,0.7249014
concentrated,holdout,DRNE-VI,57,300,0.798451495323515,0.673770195407704,0.729876780369819,0.288843548536262,NaN,0.0059361
concentrated,holdout,Proposed-Base,58,21,0.758238038937512,0.714777270595678,0.734334616349503,0.100750958559294,0.0295115035261536,0.0038749
concentrated,holdout,Proposed-Anneal,58,78,0.774024639610044,0.769855408714225,0.771731562617343,9.53536826375496e-05,0.00315266793322055,0.0128253
concentrated,holdout,Proposed-Coherent,58,28,0.74072164526751,0.730803953808341,0.735266914964967,1.14996634136185e-05,4.66754617733933e-07,0.7464449
concentrated,holdout,Isobe-APP,58,42,0.841627134776482,0.379388618875041,0.587395951030689,0.999952639356912,NaN,0.0040537
concentrated,holdout,RQE,58,23,0.794880080601683,0.623864460055134,0.700821489301081,0.389135516637,NaN,1.6030738
concentrated,holdout,MF-RQE,58,21,0.776793698502908,0.656663425674702,0.710722048447395,0.273686364048246,NaN,1.8262683
concentrated,holdout,CVaR-game,58,28,0.74072164526751,0.730803953808341,0.735266914964967,1.14996634136185e-05,NaN,0.6930154
concentrated,holdout,DRNE-VI,58,300,0.79785240152694,0.673951728639674,0.729707031438944,0.288843548536262,NaN,0.0061307
concentrated,holdout,Proposed-Base,59,21,0.758259593079073,0.714982160447738,0.734457005131839,0.100751001348359,0.0295114847009834,0.0038316
concentrated,holdout,Proposed-Anneal,59,78,0.774008259514291,0.76992781154294,0.771764013130048,9.53536826376363e-05,0.00315266793322033,0.0130058
concentrated,holdout,Proposed-Coherent,59,28,0.740775795025622,0.730970916131363,0.735383111633779,1.14996634136185e-05,4.66754617733933e-07,0.7426895
concentrated,holdout,Isobe-APP,59,42,0.84180981524508,0.380913180735407,0.58831666626476,0.999952580206905,NaN,0.003863
concentrated,holdout,RQE,59,23,0.794932005887409,0.623601936694424,0.700700467831267,0.389135516637,NaN,1.6089923
concentrated,holdout,MF-RQE,59,21,0.776837292297747,0.65665064533937,0.71073463647064,0.273686364048246,NaN,1.8085061
concentrated,holdout,CVaR-game,59,28,0.740775795025622,0.730970916131363,0.735383111633779,1.14996634136185e-05,NaN,0.7488494
concentrated,holdout,DRNE-VI,59,300,0.797909928027684,0.674209428968046,0.729874653544883,0.288843548536262,NaN,0.006149
concentrated,holdout,Proposed-Base,60,21,0.7583903026318,0.71467501129043,0.734346892394046,0.100751043334468,0.0295114769092243,0.0039755
concentrated,holdout,Proposed-Anneal,60,78,0.773949496642486,0.769890385657184,0.77171698560057,9.53536826377472e-05,0.00315266793322044,0.0128681
concentrated,holdout,Proposed-Coherent,60,28,0.740602703983933,0.730934879279487,0.735285400396488,1.14996634136185e-05,4.66754617733933e-07,0.7300802
concentrated,holdout,Isobe-APP,60,42,0.843707414803775,0.379067782217449,0.588155616881296,0.999952564641605,NaN,0.0040801
concentrated,holdout,RQE,60,23,0.795612564397989,0.623760233111718,0.70109378219054,0.389135516637,NaN,1.6438547
concentrated,holdout,MF-RQE,60,21,0.777301279356235,0.656715656585226,0.71097918683218,0.273686364048246,NaN,1.7881925
concentrated,holdout,CVaR-game,60,28,0.740602703983933,0.730934879279487,0.735285400396488,1.14996634136185e-05,NaN,0.7099964
concentrated,holdout,DRNE-VI,60,300,0.798342535578777,0.67358425976945,0.729725483883647,0.288843548536262,NaN,0.0062989
concentrated,holdout,Proposed-Base,61,21,0.758920259962839,0.715528899312379,0.735055011605086,0.100751024952152,0.0295115614916102,0.0057589
concentrated,holdout,Proposed-Anneal,61,78,0.773975622848476,0.769832147101993,0.77169671118791,9.53536826376278e-05,0.00315266793322055,0.0131771
concentrated,holdout,Proposed-Coherent,61,28,0.740598759131499,0.730765072575692,0.735190231525806,1.14996634136185e-05,4.66754617733933e-07,0.716872
concentrated,holdout,Isobe-APP,61,42,0.849136870837645,0.382770516124509,0.592635375745421,0.999952672507461,NaN,0.0038285
concentrated,holdout,RQE,61,23,0.797671907793585,0.624467895819113,0.702409701207625,0.389135516637,NaN,1.6430093
concentrated,holdout,MF-RQE,61,21,0.778750687020896,0.657225030407987,0.711911575883796,0.273686364048246,NaN,1.8229865
concentrated,holdout,CVaR-game,61,28,0.740598759131499,0.730765072575692,0.735190231525806,1.14996634136185e-05,NaN,0.6976474
concentrated,holdout,DRNE-VI,61,300,0.799880020781654,0.674549800715662,0.730948399745358,0.288843548536262,NaN,0.0060649
dispersed,holdout,Proposed-Base,52,21,0.737790898181138,0.581140473953661,0.651633164856026,0.100751262160766,0.0295114784980004,0.1249339
dispersed,holdout,Proposed-Anneal,52,78,0.747790911134175,0.50520622447718,0.614369333472828,9.53536826381259e-05,0.00315266793322033,0.037827
dispersed,holdout,Proposed-Coherent,52,28,0.71459724751551,0.726368898282367,0.721071655437281,1.14996634136185e-05,4.66754617733933e-07,3.875871
dispersed,holdout,Isobe-APP,52,42,0.850249720653324,0.381994119064545,0.592709139779495,0.999952566826486,NaN,0.0299983
dispersed,holdout,RQE,52,23,0.784144646841345,0.624529110433859,0.696356101817228,0.389135516637,NaN,2.2663658
dispersed,holdout,MF-RQE,52,21,0.762565757842411,0.649097846137971,0.700158406404969,0.273686364048246,NaN,1.7906438
dispersed,holdout,CVaR-game,52,28,0.71459724751551,0.726368898282367,0.721071655437281,1.14996634136185e-05,NaN,0.7486327
dispersed,holdout,DRNE-VI,52,300,0.782746164325751,0.644798507045672,0.706874952821708,0.288843548536262,NaN,0.0249801
dispersed,holdout,Proposed-Base,53,21,0.735641601551546,0.579886157024674,0.649976107061766,0.100750972793531,0.0295114891506388,0.0080661
dispersed,holdout,Proposed-Anneal,53,78,0.745714262282755,0.504946935330319,0.613292232458915,9.53536826376272e-05,0.00315266793322044,0.0146202
dispersed,holdout,Proposed-Coherent,53,28,0.709351543719008,0.723296186481372,0.717021097238308,1.14996634136185e-05,4.66754617733933e-07,0.766684
dispersed,holdout,Isobe-APP,53,42,0.846805383964592,0.380241443707219,0.590195216823037,0.999952563285734,NaN,0.0094826
dispersed,holdout,RQE,53,23,0.781894915100509,0.623995855590179,0.695050432369827,0.389135516637,NaN,1.6178581
dispersed,holdout,MF-RQE,53,21,0.760290485155598,0.648593947052552,0.698857389198923,0.273686364048246,NaN,1.7264829
dispersed,holdout,CVaR-game,53,28,0.709351543719008,0.723296186481372,0.717021097238308,1.14996634136185e-05,NaN,0.7367456
dispersed,holdout,DRNE-VI,53,300,0.780208556725526,0.642033854248551,0.70421247036319,0.288843548536262,NaN,0.0086763
dispersed,holdout,Proposed-Base,54,21,0.73747647369324,0.582656465640813,0.652325469264405,0.100751026524648,0.0295115804360551,0.0080172
dispersed,holdout,Proposed-Anneal,54,78,0.748563415034994,0.505686344785012,0.614981026397504,9.53536826376213e-05,0.00315266793322033,0.0146388
dispersed,holdout,Proposed-Coherent,54,28,0.719308927513635,0.728239293239053,0.724220628662615,1.14996634136185e-05,4.66754617733933e-07,0.7336345
dispersed,holdout,Isobe-APP,54,42,0.848469584731663,0.38219858072521,0.592020532528114,0.999952707981876,NaN,0.0047793
dispersed,holdout,RQE,54,23,0.78329107095499,0.624429964980441,0.695917462668988,0.389135516637,NaN,1.6664911
dispersed,holdout,MF-RQE,54,21,0.761927113482838,0.649902707855149,0.700313690387609,0.273686364048246,NaN,1.697333
dispersed,holdout,CVaR-game,54,28,0.719308927513635,0.728239293239053,0.724220628662615,1.14996634136185e-05,NaN,0.7213526
dispersed,holdout,DRNE-VI,54,300,0.783138418874306,0.646047769630718,0.707738561790333,0.288843548536262,NaN,0.0064599
dispersed,holdout,Proposed-Base,55,21,0.738912581350611,0.581871166067935,0.652539802945139,0.100751479843301,0.0295115444942083,0.0039858
dispersed,holdout,Proposed-Anneal,55,78,0.750645176106146,0.507762981326838,0.617059968977526,9.53536826384192e-05,0.00315266793322055,0.0133611
dispersed,holdout,Proposed-Coherent,55,28,0.715658153588026,0.727483700320844,0.722162204291076,1.14996634136185e-05,4.66754617733933e-07,0.7479505
dispersed,holdout,Isobe-APP,55,42,0.845557735659929,0.381090154897883,0.590100566240804,0.999952772122491,NaN,0.004937
dispersed,holdout,RQE,55,23,0.783608877765266,0.623750124780894,0.695686563623861,0.389135516637,NaN,1.6505017
dispersed,holdout,MF-RQE,55,21,0.762517338861741,0.649525490191614,0.700371822093171,0.273686364048246,NaN,1.7367744
dispersed,holdout,CVaR-game,55,28,0.715658153588026,0.727483700320844,0.722162204291076,1.14996634136185e-05,NaN,0.7222272
dispersed,holdout,DRNE-VI,55,300,0.783278184601388,0.645348406586499,0.707416806693199,0.288843548536262,NaN,0.0076638
dispersed,holdout,Proposed-Base,56,21,0.738083627332551,0.581866449068068,0.652164179287085,0.100751189587268,0.0295114840150792,0.0046246
dispersed,holdout,Proposed-Anneal,56,78,0.748888422695864,0.50625564214506,0.615440393392922,9.53536826379675e-05,0.00315266793322044,0.014858
dispersed,holdout,Proposed-Coherent,56,28,0.714551199725203,0.727307590497176,0.721567214649788,1.14996634136185e-05,4.66754617733933e-07,0.763412
dispersed,holdout,Isobe-APP,56,42,0.851221133827157,0.382369618442242,0.593352800365453,0.999952707283144,NaN,0.0090994
dispersed,holdout,RQE,56,23,0.784745929805959,0.624253320698851,0.69647499479705,0.389135516637,NaN,1.6333674
dispersed,holdout,MF-RQE,56,21,0.76291421554755,0.649550634532697,0.700564245989381,0.273686364048246,NaN,1.69464
dispersed,holdout,CVaR-game,56,28,0.714551199725203,0.727307590497176,0.721567214649788,1.14996634136185e-05,NaN,0.7216153
dispersed,holdout,DRNE-VI,56,300,0.783628692568806,0.645633708917561,0.707731451560621,0.288843548536262,NaN,0.0103433
dispersed,holdout,Proposed-Base,57,21,0.73462636790193,0.58072442194694,0.649980297626686,0.100750877036218,0.0295114203071779,0.0059496
dispersed,holdout,Proposed-Anneal,57,78,0.744289876739903,0.503967241966136,0.612112427614331,9.53536826374522e-05,0.00315266793322044,0.0131438
dispersed,holdout,Proposed-Coherent,57,28,0.712697176198178,0.727352299074217,0.720757493779999,1.14996634136185e-05,4.66754617733933e-07,0.7537176
dispersed,holdout,Isobe-APP,57,42,0.853930781267536,0.386386158169211,0.596781238563458,0.999952521636595,NaN,0.0043277
dispersed,holdout,RQE,57,23,0.783218349474552,0.625116870158636,0.696262535850798,0.389135516637,NaN,1.6547304
dispersed,holdout,MF-RQE,57,21,0.760760740847312,0.64889225427885,0.699233073234658,0.273686364048246,NaN,1.6957318
dispersed,holdout,CVaR-game,57,28,0.712697176198178,0.727352299074217,0.720757493779999,1.14996634136185e-05,NaN,0.7343391
dispersed,holdout,DRNE-VI,57,300,0.781585153066978,0.643679817794878,0.705737218667323,0.288843548536262,NaN,0.0060102
dispersed,holdout,Proposed-Base,58,21,0.73881123517697,0.580624966786098,0.65180878756199,0.100750958559294,0.0295115035261536,0.0038738
dispersed,holdout,Proposed-Anneal,58,78,0.748274629847566,0.506295636136519,0.61518618330649,9.53536826375496e-05,0.00315266793322055,0.013151
dispersed,holdout,Proposed-Coherent,58,28,0.711489793789152,0.725547544420289,0.719221556636278,1.14996634136185e-05,4.66754617733933e-07,0.760507
dispersed,holdout,Isobe-APP,58,42,0.845972529346096,0.380360568945263,0.589885951125638,0.999952639356912,NaN,0.0062733
dispersed,holdout,RQE,58,23,0.783592393223578,0.6241803663639,0.695915778450755,0.389135516637,NaN,1.6096545
dispersed,holdout,MF-RQE,58,21,0.76266104506448,0.649080568565982,0.700191782990306,0.273686364048246,NaN,1.7066953
dispersed,holdout,CVaR-game,58,28,0.711489793789152,0.725547544420289,0.719221556636278,1.14996634136185e-05,NaN,0.7430302
dispersed,holdout,DRNE-VI,58,300,0.78157100290952,0.643483172806165,0.705622696352675,0.288843548536262,NaN,0.007384
dispersed,holdout,Proposed-Base,59,21,0.736959390115091,0.58101964289171,0.651192529142231,0.100751001348359,0.0295114847009834,0.003945
dispersed,holdout,Proposed-Anneal,59,78,0.748254063369075,0.505573074257748,0.614779519357845,9.53536826376363e-05,0.00315266793322033,0.0131131
dispersed,holdout,Proposed-Coherent,59,28,0.713407456111521,0.727158689323895,0.720970634378326,1.14996634136185e-05,4.66754617733933e-07,0.7359543
dispersed,holdout,Isobe-APP,59,42,0.848204040815405,0.382357939718633,0.59198868521218,0.999952580206905,NaN,0.0040504
dispersed,holdout,RQE,59,23,0.783173614995266,0.62429729475282,0.695791638861921,0.389135516637,NaN,1.6306049
dispersed,holdout,MF-RQE,59,21,0.761472378810466,0.648944035058653,0.699581789746969,0.273686364048246,NaN,1.7118028
dispersed,holdout,CVaR-game,59,28,0.713407456111521,0.727158689323895,0.720970634378326,1.14996634136185e-05,NaN,0.7383424
dispersed,holdout,DRNE-VI,59,300,0.782414963518057,0.644758872072208,0.70670411322284,0.288843548536262,NaN,0.0062608
dispersed,holdout,Proposed-Base,60,21,0.739167847612601,0.581794329922565,0.652612412883081,0.100751043334468,0.0295114769092243,0.0038807
dispersed,holdout,Proposed-Anneal,60,78,0.751077086640132,0.507902311193461,0.617330960144463,9.53536826377472e-05,0.00315266793322044,0.0128541
dispersed,holdout,Proposed-Coherent,60,28,0.717533488982777,0.728030421021811,0.723306801604246,1.14996634136185e-05,4.66754617733933e-07,0.7275298
dispersed,holdout,Isobe-APP,60,42,0.844254535303143,0.382750614079865,0.59042737863034,0.999952564641605,NaN,0.0039531
dispersed,holdout,RQE,60,23,0.78328470910558,0.624211200578117,0.695794279415475,0.389135516637,NaN,1.6653652
dispersed,holdout,MF-RQE,60,21,0.762454718823027,0.649558984480911,0.700362064934863,0.273686364048246,NaN,1.7635725
dispersed,holdout,CVaR-game,60,28,0.717533488982777,0.728030421021811,0.723306801604246,1.14996634136185e-05,NaN,0.7259598
dispersed,holdout,DRNE-VI,60,300,0.783297246239986,0.645807891969976,0.707678101391481,0.288843548536262,NaN,0.0059407
dispersed,holdout,Proposed-Base,61,21,0.736271040235068,0.580780226610451,0.650751092741529,0.100751024952152,0.0295115614916102,0.0039148
dispersed,holdout,Proposed-Anneal,61,78,0.746767811134008,0.506100932182479,0.614401027710667,9.53536826376278e-05,0.00315266793322055,0.0130378
dispersed,holdout,Proposed-Coherent,61,28,0.711219197138581,0.726507995546,0.719628036262661,1.14996634136185e-05,4.66754617733933e-07,0.7250779
dispersed,holdout,Isobe-APP,61,42,0.847022409594491,0.380857624956851,0.590631778043789,0.999952672507461,NaN,0.0040884
dispersed,holdout,RQE,61,23,0.782345994887353,0.624170991885436,0.695349743236299,0.389135516637,NaN,1.6741764
dispersed,holdout,MF-RQE,61,21,0.760785560827046,0.648803353616044,0.699195346860995,0.273686364048246,NaN,1.7170364
dispersed,holdout,CVaR-game,61,28,0.711219197138581,0.726507995546,0.719628036262661,1.14996634136185e-05,NaN,0.7148329
dispersed,holdout,DRNE-VI,61,300,0.781018029451029,0.643603890494304,0.70544025302483,0.288843548536262,NaN,0.0059603
concentrated,holdout,RQE,54,23,0.795824329773262,0.623950926155888,0.701293957783706,0.389135516637,NaN,2.2427384
concentrated,main,Proposed-V1Deep,42,45,0.815805922898883,0.807505772593294,0.811240840230809,2.35920204892202e-05,5.18533717452918e-06,0.0231945
concentrated,main,Proposed-V2Deep,42,41,0.741536317161633,0.731519261307224,0.736026936441708,0.00031878277444515,8.02141127073108e-05,0.0070821
concentrated,main,Proposed-V1Deep,43,45,0.815984941438753,0.807276985300142,0.811195565562517,2.35920647651776e-05,5.1853320517381e-06,0.0085233
concentrated,main,Proposed-V2Deep,43,41,0.741278458707129,0.731876179499526,0.736107205142948,0.00031878295704026,8.02141146488689e-05,0.005894
concentrated,main,Proposed-V1Deep,44,45,0.815876385952121,0.807338333046172,0.811180456853849,2.35921024795897e-05,5.18532994531196e-06,0.0095942
concentrated,main,Proposed-V2Deep,44,41,0.741361324016918,0.731693788880318,0.736044179691788,0.000318783117353431,8.0214101821019e-05,0.0060784
concentrated,main,Proposed-V1Deep,45,45,0.815741585458527,0.8070216891859,0.810945642508582,2.35920390848879e-05,5.18533303350832e-06,0.0100687
concentrated,main,Proposed-V2Deep,45,41,0.741443300775218,0.731275494310882,0.735851007219833,0.000318782854873692,8.02141082887342e-05,0.0061602
concentrated,main,Proposed-V1Deep,46,45,0.815857328517075,0.807203932505746,0.811097960710844,2.35920456607241e-05,5.18534172122553e-06,0.0113829
concentrated,main,Proposed-V2Deep,46,41,0.741177653476923,0.731641472273903,0.735932753815262,0.000318782871998471,8.02141227975728e-05,0.0096842
concentrated,main,Proposed-V1Deep,47,45,0.815826794227521,0.807453509696286,0.811221487735342,2.35920252915969e-05,5.18532399562677e-06,0.0085963
concentrated,main,Proposed-V2Deep,47,41,0.741366511538472,0.731978609066687,0.73620316517899,0.000318782803199501,8.0214114824062e-05,0.0060315
concentrated,main,Proposed-V1Deep,48,45,0.815849224633053,0.807872994456901,0.81146229803617,2.35920047252718e-05,5.18532409843342e-06,0.0077224
concentrated,main,Proposed-V2Deep,48,41,0.741203609269728,0.731151945756813,0.735675194337625,0.000318782698628214,8.02140978877208e-05,0.0056617
concentrated,main,Proposed-V1Deep,49,45,0.815732477104989,0.807823008511121,0.811382269378362,2.35921384641682e-05,5.18534034410489e-06,0.007875
concentrated,main,Proposed-V2Deep,49,41,0.741133025614195,0.731396951777281,0.735778185003892,0.000318783283880951,8.02141196479811e-05,0.0081496
concentrated,main,Proposed-V1Deep,50,45,0.815740782061741,0.807446564359412,0.81117896232546,2.35921449506978e-05,5.18533540527777e-06,0.007743
concentrated,main,Proposed-V2Deep,50,41,0.741326867411886,0.731748480983528,0.736058754876289,0.000318783308783493,8.02141025000314e-05,0.0066125
concentrated,main,Proposed-V1Deep,51,45,0.815891460194766,0.807592397880579,0.811326975921963,2.35920337816077e-05,5.18532486881718e-06,0.0082028
concentrated,main,Proposed-V2Deep,51,41,0.741313723294736,0.731431636015602,0.735878575291212,0.000318782814209194,8.02141059619288e-05,0.0056825
concentrated,holdout,Proposed-V1Deep,52,45,0.815738039764201,0.807465486783021,0.811188135624552,2.35920898832863e-05,5.18532238247271e-06,0.0137508
concentrated,holdout,Proposed-V2Deep,52,41,0.741293129442651,0.731717992187159,0.736026803952131,0.000318783086345024,8.02141058108274e-05,0.006445
concentrated,holdout,Proposed-V1Deep,53,45,0.815528276757909,0.807225920118619,0.8109619806063,2.35920399356813e-05,5.18532610427336e-06,0.0083876
concentrated,holdout,Proposed-V2Deep,53,41,0.741511417208358,0.73191280076519,0.736232178164616,0.000318782871409479,8.02141043081406e-05,0.0059999
concentrated,holdout,Proposed-V1Deep,54,45,0.8157608149359,0.807333904449221,0.811126014168226,2.3592053749879e-05,5.18532225479706e-06,0.007509
concentrated,holdout,Proposed-V2Deep,54,41,0.741487176540401,0.731344493490429,0.735908700862916,0.000318782910975186,8.02141017453017e-05,0.0054283
concentrated,holdout,Proposed-V1Deep,55,45,0.815698550525593,0.807442139399554,0.811157524406272,2.35921314831673e-05,5.18532813409411e-06,0.0080921
concentrated,holdout,Proposed-V2Deep,55,41,0.741536231628259,0.732002495158435,0.736292676569855,0.00031878324685594,8.02141149426339e-05,0.0084914
concentrated,holdout,Proposed-V1Deep,56,45,0.815901717823627,0.807353751926468,0.81120033658019,2.3592079159442e-05,5.18532263893423e-06,0.0084991
concentrated,holdout,Proposed-V2Deep,56,41,0.741357511238163,0.731923187965469,0.736168633438181,0.000318783031332186,8.02141102428378e-05,0.0056293
concentrated,holdout,Proposed-V1Deep,57,45,0.81584487197796,0.807532810806447,0.811273238333628,2.35920237096958e-05,5.18532152260498e-06,0.0119484
concentrated,holdout,Proposed-V2Deep,57,41,0.741202698364751,0.73157990987822,0.735910164697159,0.000318782800816427,8.02141067879347e-05,0.0057631
concentrated,holdout,Proposed-V1Deep,58,45,0.815818457417484,0.807591854607339,0.811293825871904,2.35920399227897e-05,5.18532978233122e-06,0.0075863
concentrated,holdout,Proposed-V2Deep,58,41,0.741361935914047,0.731651808602023,0.736021365892434,0.000318782860664419,8.02141065859852e-05,0.0059617
concentrated,holdout,Proposed-V1Deep,59,45,0.815719717435617,0.807317158895435,0.811098310238517,2.35920465921318e-05,5.18533174187485e-06,0.0087767
concentrated,holdout,Proposed-V2Deep,59,41,0.741415111617194,0.731811384100591,0.736133061483062,0.000318782892909526,8.02141113903643e-05,0.0054243
concentrated,holdout,Proposed-V1Deep,60,45,0.815889241202765,0.807261414475595,0.811143936502821,2.35920521763051e-05,5.18531833970659e-06,0.0077221
concentrated,holdout,Proposed-V2Deep,60,41,0.741243202645935,0.731710789583992,0.736000375461866,0.000318782923812473,8.02141004604406e-05,0.0059248
concentrated,holdout,Proposed-V1Deep,61,45,0.815906564646579,0.807629572175396,0.811354218787428,2.35920529881879e-05,5.18532966498064e-06,0.0081245
concentrated,holdout,Proposed-V2Deep,61,41,0.741242054251075,0.731555185929658,0.735914276674295,0.000318782910078213,8.02141068646511e-05,0.005627
dispersed,main,Proposed-V1Deep,42,45,0.78866413476035,0.802692814067685,0.796379908379384,2.35920204892202e-05,5.18533717452918e-06,0.0162347
dispersed,main,Proposed-V2Deep,42,41,0.71301177210447,0.726356734939261,0.720351501663605,0.00031878277444515,8.02141127073108e-05,0.0090905
dispersed,main,Proposed-V1Deep,43,45,0.781544610447147,0.238895462927389,0.48308757931128,2.35920647651776e-05,5.1853320517381e-06,0.0118926
dispersed,main,Proposed-V2Deep,43,41,0.717818775445923,0.728205443455749,0.723531442851327,0.00031878295704026,8.02141146488689e-05,0.0082905
dispersed,main,Proposed-V1Deep,44,45,0.78501475469167,0.245053739771137,0.488036196485377,2.35921024795897e-05,5.18532994531196e-06,0.0088885
dispersed,main,Proposed-V2Deep,44,41,0.715233057633023,0.726018669644588,0.721165144239384,0.000318783117353431,8.0214101821019e-05,0.0070276
dispersed,main,Proposed-V1Deep,45,45,0.78494350145622,0.241179974691897,0.485873561735842,2.35920390848879e-05,5.18533303350832e-06,0.0081522
dispersed,main,Proposed-V2Deep,45,41,0.716924736428019,0.728136876428909,0.723091413428508,0.000318782854873692,8.02141082887342e-05,0.0057008
dispersed,main,Proposed-V1Deep,46,45,0.782687421333453,0.24146735464541,0.48501638465503,2.35920456607241e-05,5.18534172122553e-06,0.0076122
dispersed,main,Proposed-V2Deep,46,41,0.714193487024417,0.726905317858668,0.721184993983255,0.000318782871998471,8.02141227975728e-05,0.0057966
dispersed,main,Proposed-V1Deep,47,45,0.782414607487763,0.236562493473916,0.482195944780147,2.35920252915969e-05,5.18532399562677e-06,0.008624
dispersed,main,Proposed-V2Deep,47,41,0.719162676664896,0.728554345369194,0.72432809445226,0.000318782803199501,8.0214114824062e-05,0.0048326
dispersed,main,Proposed-V1Deep,48,45,0.783569338886856,0.24332011301672,0.486432264658281,2.35920047252718e-05,5.18532409843342e-06,0.0104066
dispersed,main,Proposed-V2Deep,48,41,0.717578134347564,0.728168596421958,0.723402888488481,0.000318782698628214,8.02140978877208e-05,0.0082617
dispersed,main,Proposed-V1Deep,49,45,0.782242871356711,0.238240742229394,0.483041700336686,2.35921384641682e-05,5.18534034410489e-06,0.0076059
dispersed,main,Proposed-V2Deep,49,41,0.712043279757346,0.726387558836713,0.719932633250998,0.000318783283880951,8.02141196479811e-05,0.0059169
dispersed,main,Proposed-V1Deep,50,45,0.784422085084302,0.24198580466298,0.486082130852575,2.35921449506978e-05,5.18533540527777e-06,0.0083316
dispersed,main,Proposed-V2Deep,50,41,0.717449268237678,0.727596850334145,0.723030438390735,0.000318783308783493,8.02141025000314e-05,0.0075684
dispersed,main,Proposed-V1Deep,51,45,0.784309449610375,0.241889339250729,0.48597838891257,2.35920337816077e-05,5.18532486881718e-06,0.0075157
dispersed,main,Proposed-V2Deep,51,41,0.718187043211821,0.728707700654128,0.72397340480509,0.000318782814209194,8.02141059619288e-05,0.0072839
dispersed,holdout,Proposed-V1Deep,52,45,0.783750924805859,0.240486353559331,0.484955410620269,2.35920898832863e-05,5.18532238247271e-06,0.0132754
dispersed,holdout,Proposed-V2Deep,52,41,0.71527912532477,0.727041264008948,0.721748301601068,0.000318783086345024,8.02141058108274e-05,0.0078159
dispersed,holdout,Proposed-V1Deep,53,45,0.783838559939275,0.240861302803295,0.485201068514486,2.35920399356813e-05,5.18532610427336e-06,0.0104767
dispersed,holdout,Proposed-V2Deep,53,41,0.710086535937625,0.723472687608894,0.717448919356823,0.000318782871409479,8.02141043081406e-05,0.0086669
dispersed,holdout,Proposed-V1Deep,54,45,0.781760265287163,0.240288525609832,0.483950808464631,2.3592053749879e-05,5.18532225479706e-06,0.0094468
dispersed,holdout,Proposed-V2Deep,54,41,0.719930595254629,0.728843469548087,0.724832676116031,0.000318782910975186,8.02141017453017e-05,0.0055306
dispersed,holdout,Proposed-V1Deep,55,45,0.788914128047692,0.801878948665789,0.796044779387645,2.35921314831673e-05,5.18532813409411e-06,0.008273
dispersed,holdout,Proposed-V2Deep,55,41,0.716366675118328,0.72791844841881,0.722720150433593,0.00031878324685594,8.02141149426339e-05,0.0070647
dispersed,holdout,Proposed-V1Deep,56,45,0.786335469918233,0.526873347039241,0.643631302334787,2.3592079159442e-05,5.18532263893423e-06,0.0083659
dispersed,holdout,Proposed-V2Deep,56,41,0.715252169870008,0.727899631591835,0.722208273817013,0.000318783031332186,8.02141102428378e-05,0.0060137
dispersed,holdout,Proposed-V1Deep,57,45,0.778652708540723,0.233880427787839,0.479027954126637,2.35920237096958e-05,5.18532152260498e-06,0.0082278
dispersed,holdout,Proposed-V2Deep,57,41,0.713361714983126,0.727491758446483,0.721133238887972,0.000318782800816427,8.02141067879347e-05,0.0087214
dispersed,holdout,Proposed-V1Deep,58,45,0.786851330074525,0.799122144533517,0.793600278026971,2.35920399227897e-05,5.18532978233122e-06,0.0111253
dispersed,holdout,Proposed-V2Deep,58,41,0.712221132540653,0.725620419827477,0.719590740548406,0.000318782860664419,8.02141065859852e-05,0.0056519
dispersed,holdout,Proposed-V1Deep,59,45,0.786225203245623,0.526070164206963,0.64313993177436,2.35920465921318e-05,5.18533174187485e-06,0.0111957
dispersed,holdout,Proposed-V2Deep,59,41,0.714117451721504,0.726873798662611,0.721133442539113,0.000318782892909526,8.02141113903643e-05,0.005585
dispersed,holdout,Proposed-V1Deep,60,45,0.788586228814783,0.802060990459937,0.795997347719618,2.35920521763051e-05,5.18531833970659e-06,0.0081758
dispersed,holdout,Proposed-V2Deep,60,41,0.718215100187515,0.728423168600177,0.723829537814479,0.000318782923812473,8.02141004604406e-05,0.0062371
dispersed,holdout,Proposed-V1Deep,61,45,0.784824116497287,0.244296158340359,0.487533739510976,2.35920529881879e-05,5.18532966498064e-06,0.0076278
dispersed,holdout,Proposed-V2Deep,61,41,0.711938441953011,0.72661874826232,0.720012610423131,0.000318782910078213,8.02141068646511e-05,0.0061512
